
Single objective optimization:
26 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              200         0.03843         7.7e+05        0
    2              295         0.03843         7.1e+05        1
    3              390         0.03843         7.8e+05        2
    4              485         0.03491         5.9e+05        0
    5              580         0.02773           5e+05        0
    6              675         0.02743         4.1e+05        0
    7              770         0.02329         2.7e+05        0
    8              865         0.02276         1.6e+05        0
    9              960         0.02117         1.4e+05        0
   10             1055         0.02101           1e+05        0
   11             1150         0.01425           6e+04        0
   12             1245         0.01425           5e+04        1
   13             1340         0.01307           5e+04        0
   14             1435         0.01154           4e+04        0
   15             1530          0.0111           2e+04        0
   16             1625         0.01108           2e+04        0
   17             1720         0.01108           3e+04        1
   18             1815         0.01101           5e+04        0
   19             1910        0.009625           5e+04        0
   20             2005        0.009625           4e+04        1
   21             2100        0.009535           8e+04        0
   22             2195        0.009535           5e+04        1
   23             2290        0.009535           7e+04        2
   24             2385        0.009522           8e+04        0
   25             2480        0.009513           8e+04        0
   26             2575        0.009513           5e+04        1
   27             2670        0.009513         1.1e+05        2
   28             2765        0.009513         1.6e+05        3
   29             2860        0.009065           1e+05        0
   30             2955        0.009065           6e+04        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             3050        0.008951           7e+04        0
   32             3145        0.008465           7e+04        0
   33             3240        0.008234         1.7e+05        0
   34             3335        0.008234         1.2e+05        1
   35             3430        0.008234         1.3e+05        2
   36             3525        0.007983         1.1e+05        0
   37             3620        0.007983         1.3e+05        1
   38             3715        0.007939         1.5e+05        0
   39             3810        0.007928           9e+04        0
   40             3905        0.007886           5e+04        0
   41             4000        0.007882           4e+04        0
   42             4095        0.007845           3e+04        0
   43             4190        0.007845           2e+04        1
   44             4285        0.007841           7e+04        0
   45             4380        0.007841           3e+04        1
   46             4475        0.007841           9e+04        2
   47             4570        0.007841           1e+05        3
   48             4665        0.007841           8e+04        4
   49             4760        0.007835         1.1e+05        0
   50             4855        0.007657         1.1e+05        0
   51             4950        0.007657         1.2e+05        1
   52             5045        0.007651           8e+04        0
   53             5140        0.007642           1e+05        0
   54             5235         0.00762         1.1e+05        0
   55             5330         0.00762           8e+04        1
   56             5425         0.00762         1.2e+05        2
   57             5520        0.007586         1.1e+05        0
   58             5615        0.007586         1.1e+05        1
   59             5710        0.007586         1.2e+05        2
   60             5805        0.007586         1.4e+05        3

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61             5900        0.007586         1.2e+05        4
   62             5995        0.007586           1e+05        5
   63             6090        0.007574         1.3e+05        0
   64             6185        0.007574           9e+04        1
   65             6280        0.007379           3e+04        0
   66             6375        0.007373           5e+04        0
   67             6470        0.006963           5e+04        0
   68             6565        0.006963           5e+04        1
   69             6660        0.006963           7e+04        2
   70             6755        0.006951         1.1e+05        0
   71             6850        0.006846           7e+04        0
   72             6945        0.006846         1.2e+05        1
   73             7040        0.006832           1e+05        0
   74             7135        0.006825           9e+04        0
   75             7230        0.006785         1.2e+05        0
   76             7325        0.006785         1.7e+05        1
   77             7420        0.006785         1.4e+05        2
   78             7515        0.006785         1.4e+05        3
   79             7610        0.006785         1.2e+05        4
   80             7705        0.006785           1e+05        5
   81             7800        0.006744           1e+05        0
   82             7895         0.00644         1.3e+05        0
   83             7990         0.00644           9e+04        1
   84             8085        0.006321         1.2e+05        0
   85             8180        0.006321           8e+04        1
   86             8275        0.006282         1.3e+05        0
   87             8370        0.006027         1.1e+05        0
   88             8465        0.005891         1.5e+05        0
   89             8560        0.005891         1.7e+05        1
   90             8655        0.005767         1.1e+05        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   91             8750        0.005767         1.1e+05        1
   92             8845        0.005745           1e+05        0
   93             8940        0.005736         1.4e+05        0
   94             9035        0.005736         1.3e+05        1
   95             9130        0.005736         1.3e+05        2
   96             9225        0.005736           1e+05        3
   97             9320        0.005736           9e+04        4
   98             9415        0.005691           6e+04        0
   99             9510        0.005691           7e+04        1
  100             9605        0.005662           1e+05        0
  101             9700        0.005658           8e+04        0
  102             9795        0.005658         1.1e+05        1
  103             9890        0.005658         1.2e+05        2
  104             9985         0.00543           1e+05        0
  105            10080         0.00543           7e+04        1
  106            10175        0.005372           7e+04        0
  107            10270        0.005372           8e+04        1
  108            10365        0.005318           7e+04        0
  109            10460        0.005314         1.1e+05        0
  110            10555        0.005261         1.2e+05        0
  111            10650        0.005204           1e+05        0
  112            10745        0.005177         1.8e+05        0
  113            10840        0.005177         1.3e+05        1
  114            10935        0.005124           2e+05        0
  115            11030        0.005124           8e+04        1
  116            11125        0.004953         1.4e+05        0
  117            11220        0.004953         1.1e+05        1
  118            11315        0.004953         1.3e+05        2
  119            11410        0.004947         1.2e+05        0
  120            11505        0.004947         1.7e+05        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  121            11600        0.004947         1.1e+05        2
  122            11695        0.004947         1.2e+05        3
  123            11790        0.004909         1.1e+05        0
  124            11885        0.004909           1e+05        1
  125            11980        0.004505         1.2e+05        0
  126            12075         0.00449         1.4e+05        0
  127            12170         0.00449         1.4e+05        1
  128            12265         0.00449         1.5e+05        2
  129            12360        0.004483         1.3e+05        0
  130            12455        0.004467         1.1e+05        0
  131            12550        0.004458         1.3e+05        0
  132            12645         0.00445           2e+05        0
  133            12740        0.004411           1e+05        0
  134            12835        0.004403           6e+04        0
  135            12930        0.004392           3e+04        0
  136            13025        0.004392           2e+04        1
  137            13120        0.004392           4e+04        2
  138            13215        0.004392           5e+04        3
  139            13310        0.004381         1.4e+05        0
  140            13405        0.004377         1.6e+05        0
  141            13500        0.004371         1.7e+05        0
  142            13595        0.004368           8e+04        0
  143            13690        0.004368           7e+04        1
  144            13785        0.004368           9e+04        2
  145            13880        0.004368         1.1e+05        3
  146            13975        0.004368           5e+04        4
  147            14070        0.004368           3e+04        5
  148            14165        0.004364           5e+04        0
  149            14260        0.004364           7e+04        1
  150            14355        0.004358           7e+04        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  151            14450        0.004347           6e+04        0
  152            14545        0.004347         1.1e+05        1
  153            14640        0.004328         1.2e+05        0
  154            14735        0.004062         1.2e+05        0
  155            14830        0.004062           1e+05        1
  156            14925        0.004039         1.6e+05        0
  157            15020        0.003875         1.4e+05        0
  158            15115        0.003875         1.6e+05        1
  159            15210        0.003875         1.3e+05        2
  160            15305        0.003875           1e+05        3
  161            15400        0.003875           1e+05        4
  162            15495        0.003854           7e+04        0
  163            15590        0.003703           7e+04        0
  164            15685        0.003657           9e+04        0
  165            15780        0.003657         1.5e+05        1
  166            15875        0.003657         1.2e+05        2
  167            15970        0.003657         1.6e+05        3
  168            16065        0.003657         1.7e+05        4
  169            16160        0.003657           8e+04        5
  170            16255        0.003644           7e+04        0
  171            16350        0.003611           1e+05        0
  172            16445        0.003611           9e+04        1
  173            16540        0.003562           8e+04        0
  174            16635        0.003562         1.1e+05        1
  175            16730         0.00353           9e+04        0
  176            16825         0.00343         1.1e+05        0
  177            16920        0.003407         1.4e+05        0
  178            17015        0.003396         1.3e+05        0
  179            17110        0.003396         1.6e+05        1
  180            17205        0.003392         1.7e+05        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  181            17300        0.003368         1.8e+05        0
  182            17395        0.003368         1.5e+05        1
  183            17490        0.003368         1.4e+05        2
  184            17585        0.003359           1e+05        0
  185            17680        0.003359         1.5e+05        1
  186            17775         0.00335         1.6e+05        0
  187            17870        0.003347         1.7e+05        0
  188            17965        0.003347         2.5e+05        1
  189            18060        0.003347         2.2e+05        2
  190            18155        0.003347         1.7e+05        3
  191            18250        0.003347           1e+05        4
  192            18345        0.003347         1.3e+05        5
  193            18440        0.003347         1.4e+05        6
  194            18535        0.003232         1.2e+05        0
  195            18630        0.003231           1e+05        0
  196            18725        0.003227           7e+04        0
