             AIRFOIL_NAME,          CLDMAX,      DELALP, FLAG
               gm15sm.dat,   139.748743719,        9.25, 0000 
               goe05k.dat,    20.136255924,        2.50, 0000 
               goe06k.dat,   153.250000000,        4.50, 0000 
               goe07k.dat,   147.293354943,        1.00, 0000 
               goe08k.dat,     0.000000000,        0.00, 0077 
               goe09k.dat,     0.000000000,        0.00, 0077 
               goe100.dat,    96.050228311,        8.00, 0000 
               goe101.dat,   115.701881331,        9.25, 0000 
               goe10k.dat,   105.069252078,        2.00, 0000 
               goe113.dat,   101.609589041,        8.75, 0000 
               goe114.dat,    83.895705521,        1.50, 0000 
               goe115.dat,   116.075757576,        5.50, 0000 
               goe116.dat,     0.000000000,        0.00, 0077 
               goe117.dat,   122.621951220,        9.00, 0000 
               goe118.dat,   136.959152799,        8.25, 0000 
               goe11k.dat,    92.226950355,        8.50, 0000 
               goe121.dat,   119.705882353,        7.75, 0000 
               goe122.dat,   115.135501355,        9.00, 0000 
               goe123.dat,   130.776699029,        8.00, 0000 
               goe124.dat,   131.799568966,        9.25, 0000 
               goe12k.dat,   130.774091627,        0.25, 0000 
               goe133.dat,   116.216577540,       11.00, 0000 
               goe134.dat,   113.882488479,        9.75, 0000 
               goe137.dat,   126.768149883,        7.25, 0000 
               goe13k.dat,   117.137592138,        1.00, 0000 
                goe14.dat,   116.074561404,        7.25, 0000 
               goe140.dat,   121.477749790,        4.25, 0000 
               goe142.dat,   111.022099448,        9.00, 0000 
               goe143.dat,   109.243902439,        8.25, 0000 
               goe144.dat,   121.945876289,        9.50, 0000 
               goe147.dat,   106.556064073,        8.00, 0000 
               goe14k.dat,    84.783180026,       11.50, 0000 
                goe15.dat,   122.671629446,        7.75, 0000 
               goe155.dat,   121.766871166,        9.00, 0000 
               goe15k.dat,    88.098223615,       14.25, 0000 
               goe164.dat,   127.270875764,        9.50, 0000 
               goe165.dat,   107.583201268,        7.25, 0000 
               goe167.dat,   117.412429379,        7.75, 0000 
               goe16k.dat,    79.455357143,        3.25, 0000 
               goe173.dat,   123.368940016,        6.00, 0000 
               goe174.dat,   121.637831603,       10.00, 0000 
               goe176.dat,   116.320754717,       10.50, 0000 
               goe177.dat,   116.028202115,        7.25, 0000 
               goe178.dat,   125.796737767,        7.00, 0000 
               goe180.dat,   122.710622711,       10.00, 0000 
               goe182.dat,   119.893428064,        8.00, 0000 
               goe184.dat,   127.750865052,        9.00, 0000 
               goe187.dat,   123.418013857,        9.00, 0000 
               goe188.dat,   118.837772397,       10.25, 0000 
               goe190.dat,   118.470483005,        9.25, 0000 
               goe195.dat,     0.000000000,        0.00, 0331 
               goe198.dat,   119.645161290,       12.75, 0000 
               goe199.dat,   109.946949602,        7.00, 0000 
               goe207.dat,   118.302642114,        5.25, 0000 
               goe210.dat,   126.635687732,       13.00, 0000 
               goe217.dat,   122.001499250,        7.00, 0000 
               goe222.dat,    92.025222552,       11.00, 0000 
               goe223.dat,   101.920684292,        6.00, 0000 
               goe225.dat,   125.420200463,        9.25, 0000 
               goe226.dat,   118.204144282,        6.25, 0000 
               goe227.dat,   139.583802025,        8.00, 0000 
               goe228.dat,    97.472808701,        4.75, 0000 
               goe229.dat,    77.021834061,       14.25, 0000 
               goe233.dat,   136.807017544,       14.00, 0000 
               goe234.dat,   128.761804827,        8.50, 0000 
               goe235.dat,    93.821871477,        9.75, 0000 
               goe238.dat,   129.703440095,       10.00, 0000 
               goe239.dat,   131.248817408,        8.25, 0000 
               goe240.dat,   121.818181818,       10.50, 0000 
               goe241.dat,   103.514442916,       14.50, 0000 
               goe242.dat,   133.500967118,        6.25, 0000 
               goe243.dat,   103.122503329,       21.75, 0000 
               goe244.dat,    95.575000000,        8.75, 0000 
               goe255.dat,   111.300403226,       10.75, 0000 
               goe256.dat,   101.610017889,       10.75, 0000 
               goe257.dat,   110.930760499,        9.50, 0000 
               goe264.dat,   128.777056277,        6.75, 0000 
               goe265.dat,   130.818833163,        8.75, 0000 
               goe269.dat,   125.860849057,        9.75, 0000 
               goe274.dat,   115.406006674,       10.50, 0000 
               goe275.dat,   117.148676171,        8.25, 0000 
               goe276.dat,   112.841463415,        9.25, 0000 
               goe277.dat,   118.479763080,        6.75, 0000 
               goe278.dat,   112.646007151,       10.50, 0000 
               goe279.dat,   114.681603774,       11.25, 0000 
               goe280.dat,   109.407407407,        8.00, 0000 
               goe281.dat,   118.926417370,        9.50, 0000 
               goe282.dat,   117.923250564,       11.25, 0000 
               goe284.dat,   114.095788604,        5.25, 0000 
               goe285.dat,   105.401119403,        8.50, 0000 
               goe286.dat,    98.168373151,       10.75, 0000 
               goe287.dat,   118.106870229,        7.75, 0000 
               goe288.dat,   116.873935264,        8.50, 0000 
               goe289.dat,    97.485428809,        6.00, 0000 
               goe290.dat,   108.581706064,        5.25, 0000 
               goe298.dat,   109.203152364,        9.50, 0000 
               goe29b.dat,   116.184012066,        6.00, 0000 
               goe300.dat,   132.874870734,        6.75, 0000 
               goe301.dat,   133.293246994,        9.00, 0000 
               goe303.dat,   126.921487603,       11.00, 0000 
               goe304.dat,   132.286302781,       10.00, 0000 
               goe308.dat,   127.757644394,        7.25, 0000 
               goe309.dat,   118.729763387,        8.00, 0000 
               goe310.dat,     0.000000000,        0.00, 0077 
               goe311.dat,   130.239390642,        7.75, 0000 
               goe314.dat,   114.062176166,       10.00, 0000 
               goe315.dat,   113.644067797,       10.75, 0000 
               goe316.dat,   115.175438596,        7.75, 0000 
               goe318.dat,   112.001953125,        7.00, 0000 
               goe319.dat,   111.953846154,        6.50, 0000 
               goe320.dat,   106.264869151,       11.50, 0000 
               goe321.dat,   118.191244240,        7.75, 0000 
               goe322.dat,   122.344827586,        4.75, 0000 
               goe323.dat,   119.313358302,        8.75, 0000 
               goe324.dat,   131.698312236,        6.25, 0000 
               goe325.dat,   119.177693762,        6.00, 0000 
               goe326.dat,   125.841121495,        9.00, 0000 
               goe328.dat,   113.516209476,        9.25, 0000 
               goe329.dat,   128.300589391,        8.00, 0000 
               goe330.dat,   127.596899225,        8.25, 0000 
               goe331.dat,   119.378640777,        8.00, 0000 
               goe332.dat,   129.459219858,        5.50, 0000 
               goe335.dat,   122.653301887,        7.25, 0000 
               goe336.dat,   127.986725664,        8.75, 0000 
               goe342.dat,   129.503105590,       12.00, 0000 
               goe344.dat,    91.092636580,       11.50, 0000 
               goe346.dat,   106.223479491,        9.00, 0000 
               goe358.dat,   114.773820982,       10.00, 0000 
               goe359.dat,   126.949760766,        8.25, 0000 
               goe360.dat,   130.102354145,        7.75, 0000 
               goe361.dat,   123.048897411,        4.75, 0000 
               goe362.dat,   130.270618557,        9.75, 0000 
               goe363.dat,   111.050929669,        7.25, 0000 
               goe364.dat,   129.258861439,       10.75, 0000 
               goe365.dat,   116.365638767,        9.50, 0000 
               goe366.dat,   114.978831499,        7.25, 0000 
               goe367.dat,   102.413793103,        8.75, 0000 
               goe368.dat,   102.948870392,        6.50, 0000 
               goe369.dat,   128.884239888,        9.25, 0000 
               goe370.dat,   145.034722222,        6.50, 0000 
               goe371.dat,   122.719186785,        9.00, 0000 
               goe372.dat,   127.931034483,        4.25, 0000 
               goe373.dat,   129.579207921,        9.25, 0000 
               goe374.dat,   118.526543879,        7.50, 0000 
               goe375.dat,   112.838983051,        6.50, 0000 
               goe376.dat,   125.686274510,        9.00, 0000 
               goe377.dat,   117.206611570,       10.00, 0000 
               goe379.dat,   126.273764259,        6.75, 0000 
               goe380.dat,   125.785997358,        9.25, 0000 
               goe381.dat,   121.069587629,        8.25, 0000 
               goe382.dat,    87.367109635,        9.00, 0000 
               goe383.dat,    93.265993266,        8.50, 0000 
               goe384.dat,    84.057761733,        8.00, 0000 
               goe385.dat,   116.872812135,        9.25, 0000 
               goe386.dat,    98.314049587,       12.00, 0000 
               goe387.dat,   112.952202437,        9.50, 0000 
               goe388.dat,     0.000000000,        0.00, 0331 
               goe389.dat,   121.897555297,        9.25, 0000 
               goe390.dat,    85.528882221,       15.00, 0000 
               goe391.dat,   140.645933014,        8.50, 0000 
               goe392.dat,   124.914463453,        4.75, 0000 
               goe393.dat,   114.108635097,        9.00, 0000 
               goe394.dat,   134.426419467,        9.00, 0000 
               goe395.dat,   150.355263158,       11.25, 0000 
               goe396.dat,   148.849557522,        9.75, 0000 
               goe397.dat,   128.439306358,        9.50, 0000 
               goe398.dat,   113.402275078,       11.25, 0000 
               goe399.dat,   119.216710183,        9.50, 0000 
               goe400.dat,   126.974564926,        9.25, 0000 
               goe401.dat,   120.426098535,       10.25, 0000 
               goe402.dat,   124.523809524,        8.00, 0000 
               goe403.dat,   111.739766082,        6.00, 0000 
               goe404.dat,   115.269526953,        8.50, 0000 
               goe405.dat,   115.807984791,        3.50, 0000 
               goe406.dat,   110.645161290,        5.25, 0000 
               goe407.dat,   119.711538462,       10.00, 0000 
               goe408.dat,   116.744730679,        9.50, 0000 
               goe409.dat,    56.135458167,        8.25, 0000 
               goe410.dat,    81.069131833,        7.75, 0000 
               goe411.dat,    47.033057851,        2.25, 0000 
               goe412.dat,   135.014367816,       13.00, 0000 
               goe413.dat,   123.352007470,        9.00, 0000 
               goe414.dat,   117.298657718,        1.00, 0000 
               goe415.dat,   115.662148071,        6.75, 0000 
              goe416a.dat,    80.654275093,        6.25, 0000 
               goe417.dat,   127.553956835,        7.75, 0000 
              goe417a.dat,    90.396881644,        5.25, 0000 
               goe418.dat,   116.027713626,        9.75, 0000 
               goe419.dat,   120.128205128,        3.50, 0000 
               goe420.dat,    89.936189608,        7.50, 0000 
               goe421.dat,    93.039309684,       15.00, 0000 
               goe422.dat,    97.899382171,        6.50, 0000 
               goe423.dat,   130.010810811,        1.75, 0000 
               goe424.dat,    98.577202910,        4.50, 0000 
               goe425.dat,   121.062176166,        5.50, 0000 
               goe426.dat,   127.528735632,        1.00, 0000 
               goe427.dat,   138.035398230,       10.25, 0000 
               goe428.dat,   125.615474795,        7.00, 0000 
               goe429.dat,     0.000000000,        0.00, 0077 
               goe430.dat,   119.693779904,       10.25, 0000 
               goe431.dat,   110.682539683,        9.50, 0000 
               goe432.dat,   113.724966622,       11.25, 0000 
               goe433.dat,   111.862990810,        8.50, 0000 
               goe434.dat,    93.969696970,       11.50, 0000 
               goe435.dat,    76.563275434,       14.25, 0000 
               goe436.dat,   110.041322314,       10.00, 0000 
               goe437.dat,   126.286072773,        8.50, 0000 
               goe438.dat,   110.096153846,       12.00, 0000 
               goe439.dat,   129.216589862,        9.75, 0000 
               goe440.dat,   103.992619926,        2.75, 0000 
               goe441.dat,   115.599128540,        7.75, 0000 
               goe442.dat,   116.273209549,       11.00, 0000 
               goe443.dat,    37.675070028,        0.00, 0000 
               goe444.dat,     0.000000000,        0.00, 0077 
               goe445.dat,    58.768035516,        0.75, 0000 
               goe446.dat,   130.134770889,       10.00, 0000 
               goe447.dat,     0.000000000,        0.00, 0331 
               goe448.dat,   132.775700935,        8.50, 0000 
               goe449.dat,   102.843651626,       13.50, 0000 
               goe450.dat,   140.211038961,       14.25, 0000 
               goe451.dat,    69.911417323,        3.00, 0000 
               goe456.dat,   146.157635468,        7.25, 0000 
               goe457.dat,   116.250000000,       11.00, 0000 
               goe458.dat,   146.430921053,        7.25, 0000 
               goe459.dat,    75.078605605,        5.50, 0000 
               goe460.dat,    58.504176158,        6.75, 0000 
               goe462.dat,     0.000000000,        0.00, 0331 
               goe464.dat,   114.485294118,        6.25, 0000 
               goe474.dat,   116.622889306,       11.50, 0000 
               goe476.dat,   111.593406593,        5.75, 0000 
               goe477.dat,   115.875000000,       13.25, 0000 
               goe478.dat,   112.754793138,       11.50, 0000 
               goe479.dat,   114.750290360,       12.75, 0000 
               goe480.dat,   119.605809129,       11.25, 0000 
               goe481.dat,    74.611025245,        9.25, 0000 
              goe481a.dat,    92.204899777,        9.00, 0000 
               goe482.dat,   102.507374631,        6.50, 0000 
               goe483.dat,   136.369346734,        6.75, 0000 
               goe484.dat,     0.000000000,        0.00, 0077 
               goe488.dat,    98.886138614,        8.75, 0000 
               goe490.dat,   113.911949686,        9.00, 0000 
               goe491.dat,    97.236421725,        8.00, 0000 
               goe492.dat,   118.374485597,        5.25, 0000 
               goe493.dat,   114.245880862,       13.25, 0000 
               goe494.dat,   166.565656566,        8.00, 0000 
               goe495.dat,   157.801147228,       12.00, 0000 
               goe496.dat,   139.403202329,       13.00, 0000 
               goe497.dat,   124.629080119,       12.25, 0000 
               goe498.dat,   110.797773655,       11.25, 0000 
               goe499.dat,   168.984238179,        4.75, 0000 
               goe500.dat,   146.253561254,       12.75, 0000 
               goe501.dat,   121.944177093,       11.50, 0000 
               goe502.dat,   107.502095557,        6.75, 0000 
               goe503.dat,    91.823385119,        9.75, 0000 
               goe504.dat,    89.448685327,        8.25, 0000 
               goe505.dat,    87.951096121,        9.75, 0000 
               goe506.dat,    75.374203822,        9.50, 0000 
               goe507.dat,    96.344238976,       11.00, 0000 
               goe508.dat,   106.477392219,       14.25, 0000 
               goe509.dat,   115.843750000,       10.50, 0000 
               goe510.dat,    98.978758170,        7.25, 0000 
               goe511.dat,    76.774193548,        8.00, 0000 
               goe512.dat,    86.452045607,        7.00, 0000 
               goe513.dat,    78.972204266,       10.00, 0000 
               goe514.dat,    73.504122497,        7.25, 0000 
               goe515.dat,   109.729241877,       11.00, 0000 
               goe517.dat,   123.723577236,        5.50, 0000 
               goe518.dat,    72.178289001,       14.75, 0000 
               goe522.dat,    67.921315326,        9.75, 0000 
               goe523.dat,    88.985035784,       14.75, 0000 
               goe525.dat,    88.985035784,       14.75, 0000 
               goe526.dat,   114.567510549,       11.00, 0000 
               goe527.dat,   105.661764706,        9.25, 0000 
               goe528.dat,   127.979225685,        3.50, 0000 
               goe529.dat,   133.478260870,        7.00, 0000 
               goe530.dat,   110.321576763,        5.75, 0000 
               goe531.dat,    64.425601751,        0.75, 0000 
               goe532.dat,   123.098927294,       11.00, 0000 
               goe533.dat,   128.156539650,        9.25, 0000 
               goe534.dat,   113.714511041,        8.00, 0000 
               goe535.dat,   107.776735460,        9.50, 0000 
                goe54.dat,   105.185185185,        8.50, 0000 
               goe546.dat,   123.013937282,       13.75, 0000 
               goe547.dat,   140.065040650,       13.00, 0000 
               goe548.dat,    97.426229508,       11.75, 0000 
               goe549.dat,   123.479960899,        2.75, 0000 
                goe55.dat,    79.039301310,        9.50, 0000 
               goe550.dat,   119.449152542,       10.25, 0000 
               goe553.dat,   127.171189979,        4.50, 0000 
               goe559.dat,    48.975460123,        0.25, 0000 
               goe561.dat,    40.532651219,        2.00, 0000 
               goe562.dat,   119.328493648,        4.50, 0000 
               goe563.dat,    99.965217391,       10.75, 0000 
               goe564.dat,   106.447140381,       13.00, 0000 
               goe565.dat,   109.878296146,       14.25, 0000 
               goe566.dat,    99.571589628,        9.25, 0000 
               goe567.dat,   113.342776204,       12.00, 0000 
                goe57.dat,     0.000000000,        0.00, 0077 
               goe570.dat,    16.892294593,        6.00, 0000 
               goe571.dat,    50.831766917,        9.50, 0000 
               goe572.dat,    81.773940345,       14.50, 0000 
               goe573.dat,   118.916938111,        3.50, 0000 
               goe574.dat,   118.199791883,        6.25, 0000 
               goe575.dat,    89.497334349,       10.00, 0000 
               goe584.dat,   122.150000000,        3.50, 0000 
               goe585.dat,   106.506696429,        8.25, 0000 
               goe587.dat,    91.051779935,        4.50, 0000 
               goe590.dat,   111.606367583,        3.25, 0000 
               goe591.dat,   125.959183673,        5.50, 0000 
               goe592.dat,   127.512254902,        8.75, 0000 
               goe593.dat,   110.574585635,       12.25, 0000 
               goe595.dat,   104.237288136,       10.75, 0000 
               goe596.dat,   117.748427673,       11.00, 0000 
               goe598.dat,     0.000000000,        0.00, 0077 
               goe599.dat,    75.936352509,        3.50, 0000 
               goe600.dat,    95.043695381,        9.75, 0000 
               goe601.dat,    83.342082240,       10.00, 0000 
               goe602.dat,   108.640776699,       11.75, 0000 
              goe602m.dat,   119.381818182,        9.25, 0000 
               goe604.dat,   109.901283317,        8.25, 0000 
              goe610b.dat,   134.807121662,       12.50, 0000 
             goe610bm.dat,   125.509761388,        7.50, 0000 
               goe611.dat,   129.731843575,        9.00, 0000 
               goe612.dat,   103.810548977,       15.25, 0000 
               goe613.dat,   111.405152225,       10.25, 0000 
               goe614.dat,    83.628389155,        7.75, 0000 
               goe615.dat,   113.099173554,       12.00, 0000 
               goe617.dat,    85.051759834,        9.75, 0000 
               goe619.dat,   106.056955093,       11.00, 0000 
               goe620.dat,    87.829246140,        8.75, 0000 
               goe621.dat,   103.760245902,       14.50, 0000 
               goe622.dat,    99.739583333,        9.50, 0000 
               goe623.dat,   113.317972350,       10.25, 0000 
               goe624.dat,   119.825000000,        6.50, 0000 
               goe625.dat,    93.129935391,       10.75, 0000 
               goe626.dat,   106.297520661,        8.75, 0000 
               goe627.dat,    84.955175224,       11.25, 0000 
               goe628.dat,   104.239028945,       10.00, 0000 
               goe629.dat,   103.973799127,       12.00, 0000 
                goe63.dat,   127.447478992,        6.75, 0000 
               goe630.dat,   113.330550918,        6.75, 0000 
               goe632.dat,    95.693296602,        4.75, 0000 
               goe633.dat,   108.698572628,        1.75, 0000 
               goe645.dat,   104.100106496,       12.50, 0000 
               goe646.dat,    97.660311958,        7.50, 0000 
               goe647.dat,    90.099337748,       11.25, 0000 
               goe648.dat,    93.187500000,        8.00, 0000 
               goe650.dat,   103.660982949,       12.75, 0000 
               goe652.dat,   119.297245964,       17.00, 0000 
               goe654.dat,   108.551236749,       10.00, 0000 
               goe655.dat,   104.924812030,        9.25, 0000 
               goe670.dat,   113.581847650,       12.25, 0000 
               goe673.dat,   109.818181818,        6.25, 0000 
               goe675.dat,   106.586151369,        6.50, 0000 
               goe676.dat,    93.667083855,        9.50, 0000 
               goe677.dat,    92.136854742,       10.50, 0000 
               goe679.dat,    92.535335689,       12.00, 0000 
               goe681.dat,    89.680656934,       11.50, 0000 
               goe682.dat,   121.609977324,       11.25, 0000 
               goe683.dat,    83.795843521,        2.00, 0000 
               goe685.dat,   115.917686318,        9.75, 0000 
               goe692.dat,   119.865030675,       13.75, 0000 
               goe693.dat,   112.985781991,       13.25, 0000 
               goe701.dat,   111.753031974,       12.75, 0000 
               goe702.dat,   112.357984995,       10.50, 0000 
               goe703.dat,    66.094584287,        7.75, 0000 
               goe704.dat,    91.217075386,        8.00, 0000 
               goe711.dat,   107.165685450,        4.00, 0000 
               goe723.dat,   120.220588235,       16.00, 0000 
               goe735.dat,    76.653306613,       11.00, 0000 
               goe738.dat,   101.537761601,        2.00, 0000 
               goe741.dat,   102.843651626,        4.75, 0000 
               goe744.dat,   100.016142050,       11.50, 0000 
               goe746.dat,   130.548302872,        4.75, 0000 
               goe758.dat,   123.770491803,        2.75, 0000 
               goe765.dat,    78.594164456,        4.50, 0000 
               goe766.dat,    89.734888653,        9.00, 0000 
               goe767.dat,    92.115384615,        8.00, 0000 
               goe769.dat,   105.815899582,        9.00, 0000 
               goe770.dat,   104.819391635,        6.00, 0000 
               goe775.dat,    73.261261261,        9.25, 0000 
               goe776.dat,    64.975911906,        8.25, 0000 
               goe777.dat,   102.742504409,       12.25, 0000 
               goe780.dat,     0.000000000,        0.00, 0331 
                goe79.dat,   119.789674952,        9.50, 0000 
               goe795.dat,   107.302158273,        8.75, 0000 
             goe795sm.dat,   110.255474453,        9.50, 0000 
               goe796.dat,   117.216828479,       13.25, 0000 
               goe797.dat,   115.870646766,       15.25, 0000 
               goe798.dat,   106.546227418,       12.25, 0000 
               goe801.dat,   130.831702544,        8.00, 0000 
               goe802.dat,   130.831702544,        8.00, 0000 
              goe802a.dat,   114.751332149,        0.00, 0000 
              goe802b.dat,   115.455326460,        0.00, 0000 
              goe803h.dat,   126.874361593,       10.75, 0000 
               goe804.dat,     0.000000000,        0.00, 0331 
                goe81.dat,   134.162219851,        8.75, 0000 
                goe92.dat,   120.633802817,        4.75, 0000 
 griffith30SymSuction.dat,    17.931952663,        0.00, 0000 
                  gs1.dat,   120.143884892,        9.75, 0000 
             gu255118.dat,   139.042016807,        0.50, 0000 
                 hh02.dat,    81.870897155,        7.00, 0000 
                hobie.dat,   109.064625850,       11.50, 0000 
              hobiesm.dat,   119.537190083,        4.50, 0000 
                hor04.dat,    54.220374220,        1.00, 0000 
                hor07.dat,   110.121293801,        8.25, 0000 
                hor12.dat,   120.117899250,       10.00, 0000 
                hor20.dat,   111.981637337,        7.50, 0000 
                hq010.dat,    64.406474820,        3.50, 0000 
                 hq07.dat,    44.652406417,        0.25, 0000 
                 hq09.dat,    58.669902913,        1.50, 0000 
               hq1010.dat,    82.233250620,        7.25, 0000 
               hq1012.dat,    81.436893204,        7.25, 0000 
                hq108.dat,    68.655616943,        7.50, 0000 
                hq109.dat,    76.317241379,        7.75, 0000 
               hq1510.dat,    88.422876950,       10.00, 0000 
               hq1511.dat,    88.831018519,        8.50, 0000 
               hq1512.dat,    89.855555556,        8.75, 0000 
                hq158.dat,    84.885931559,        9.25, 0000 
               hq1585.dat,    83.543599258,        6.75, 0000 
                hq159.dat,    81.320072333,        9.00, 0000 
               hq159b.dat,    85.796064401,        8.75, 0000 
                 hq17.dat,   141.555834379,        1.25, 0000 
               hq2010.dat,   100.383333333,       11.25, 0000 
               hq2012.dat,    97.755102041,        9.25, 0000 
                hq208.dat,   111.564482030,        9.00, 0000 
                hq209.dat,   103.872727273,       10.75, 0000 
             hq2090sm.dat,   101.153846154,        9.00, 0000 
               hq2195.dat,    99.680451128,       10.50, 0000 
               hq2510.dat,   108.552188552,       10.50, 0000 
               hq2511.dat,   104.219308701,       10.75, 0000 
               hq2512.dat,   107.182890855,       13.00, 0000 
                hq258.dat,   121.454918033,        9.00, 0000 
                hq259.dat,   120.250000000,        9.25, 0000 
             hq2590sm.dat,   112.990476190,       11.00, 0000 
               hq259b.dat,   112.990476190,       11.00, 0000 
             hq300gd2.dat,   137.363834423,        6.00, 0000 
               hq3010.dat,   117.252559727,       11.75, 0000 
               hq3011.dat,   125.749613601,        9.50, 0000 
               hq3012.dat,   115.883211679,       12.25, 0000 
               hq3013.dat,   114.337517434,       14.00, 0000 
               hq3014.dat,   112.223701731,       13.50, 0000 
               hq3015.dat,   110.144167759,       13.75, 0000 
                hq308.dat,   135.711462451,       11.00, 0000 
                hq309.dat,   132.486085343,       12.00, 0000 
               hq3510.dat,   128.761329305,       10.50, 0000 
               hq3512.dat,   120.597014925,       13.00, 0000 
               hq3513.dat,   117.070422535,       12.75, 0000 
               hq3514.dat,   109.064665127,       13.25, 0000 
               hq3518.dat,   101.006711409,       11.75, 0000 
                hq358.dat,   145.120000000,       10.25, 0000 
                hq359.dat,   139.338103757,       13.25, 0000 
               hs1404.dat,   128.260869565,        5.75, 0000 
               hs1430.dat,    30.830573951,       16.00, 0000 
               hs1606.dat,     0.000000000,        0.00, 0077 
               hs1620.dat,    74.667968750,       16.75, 0000 
               hs1708.dat,   165.436363636,       14.75, 0000 
               hs1712.dat,   123.399734396,       14.25, 0000 
             hsnlf213.dat,    75.506607930,       13.00, 0000 
                 ht05.dat,    50.840466926,        1.00, 0000 
                 ht08.dat,    46.098239110,        2.50, 0000 
                 ht12.dat,    55.528541226,        4.25, 0000 
                 ht13.dat,    67.939493050,        3.50, 0000 
                 ht14.dat,    64.425645592,        6.75, 0000 
                 ht21.dat,    45.209260908,        0.50, 0000 
                 ht22.dat,    70.384204909,        6.00, 0000 
                 ht23.dat,    72.824716267,        9.00, 0000 
               isa571.dat,   111.107491857,        7.75, 0000 
               isa960.dat,    90.684848485,        4.50, 0000 
               isa961.dat,    99.989235737,       11.25, 0000 
               isa962.dat,   107.237687366,       12.75, 0000 
           ist-mt1-12.dat,     0.000000000,        0.00, 0077 
           ist-mt1-15.dat,   168.632812500,        1.50, 0000 
           ist-mt1-18.dat,   152.673879444,        3.50, 0000 
           ist-mt1-21.dat,   139.992088608,        1.75, 0000 
           ist-mt1-24.dat,   130.709433962,        3.00, 0000 
                j5012.dat,    66.297262060,        7.00, 0000 
                jn153.dat,   162.364493323,        1.50, 0000 
             joukowsk.dat,    75.361781076,        5.75, 0000 
             jx-gs-04.dat,    80.746268657,        6.25, 0000 
             jx-gs-06.dat,    80.868421053,        7.75, 0000 
             jx-gs-10.dat,    78.698517298,        9.00, 0000 
             jx-gs-15.dat,    81.490196078,        6.25, 0000 
                   k1.dat,    76.080139373,       12.25, 0000 
                   k2.dat,    51.709346991,        1.50, 0000 
                   k3.dat,    89.424460432,       15.25, 0000 
                k3311.dat,   126.528571429,        9.75, 0000 
              k3311sm.dat,   125.914285714,       10.50, 0000 
               kc135a.dat,    83.033980583,        9.75, 0000 
               kc135b.dat,    82.572298326,       11.00, 0000 
               kc135c.dat,    94.972273567,        8.75, 0000 
               kc135d.dat,    83.983628922,        3.75, 0000 
         kc135winglet.dat,   116.153846154,       12.75, 0000 
               kenmar.dat,    87.056549058,        4.75, 0000 
                l1003.dat,    91.413398693,        0.25, 0000 
             l188root.dat,    99.394856278,       13.50, 0000 
              l188tip.dat,   124.060913706,       13.75, 0000 
                l7769.dat,   132.049286641,        4.50, 0000 
               la203a.dat,   155.671981777,        3.50, 0000 
              la2573a.dat,   121.952326901,        3.25, 0000 
               la5055.dat,   148.398950131,        2.25, 0000 
                 lds2.dat,   101.145161290,       12.25, 0000 
               lg10sc.dat,    90.307692308,        6.50, 0000 
              lnv109a.dat,   150.858585859,        3.50, 0000 
              lrn1007.dat,   206.301886792,        3.00, 0000 
              lrn1015.dat,   153.295454545,       13.75, 0000 
                ls013.dat,    66.186820218,        6.75, 0000 
                ls413.dat,   110.612855007,       13.00, 0000 
             ls413mod.dat,    98.278894472,       13.00, 0000 
                ls417.dat,   110.241286863,       15.00, 0000 
             ls417mod.dat,   100.957602339,        8.00, 0000 
                ls421.dat,   109.807923169,       15.75, 0000 
             ls421mod.dat,    94.441489362,       11.50, 0000 
             lwk79100.dat,    68.399646331,        5.50, 0000 
             lwk80080.dat,    42.559055118,        0.75, 0000 
             lwk80100.dat,    49.863210943,        5.75, 0000 
          lwk80120k25.dat,    55.076660988,        7.00, 0000 
          lwk80150k25.dat,    54.386381631,        9.50, 0000 
                   m1.dat,    51.739130435,        0.25, 0000 
                  m10.dat,    78.531951641,        3.00, 0000 
                  m11.dat,    90.168302945,        8.50, 0000 
                  m12.dat,    92.105263158,       12.00, 0000 
                  m13.dat,   110.270635995,        8.25, 0000 
                  m14.dat,   116.030150754,        7.50, 0000 
                  m15.dat,   117.954790097,        9.00, 0000 
                  m16.dat,   107.957746479,        7.25, 0000 
                  m17.dat,   115.247148289,        6.25, 0000 
                  m18.dat,   119.883103082,        8.00, 0000 
                  m19.dat,   123.967661692,        8.00, 0000 
                   m2.dat,    67.429824561,        4.00, 0000 
                  m20.dat,   129.695652174,        4.75, 0000 
                  m21.dat,   127.666370896,        1.75, 0000 
                  m22.dat,   128.002364066,        7.50, 0000 
                  m23.dat,   130.463861920,        6.25, 0000 
                  m24.dat,   125.619834711,        1.50, 0000 
                  m25.dat,   133.985431842,        3.00, 0000 
                  m26.dat,   131.775200714,        1.00, 0000 
                  m27.dat,   121.120363361,        1.50, 0000 
                   m3.dat,    65.283018868,        9.50, 0000 
                   m4.dat,    80.062305296,        7.00, 0000 
                   m5.dat,    82.524822695,        5.75, 0000 
                   m6.dat,    90.726846424,       11.75, 0000 
                 m665.dat,    72.202001820,        5.50, 0000 
                 m685.dat,    81.320321470,        9.50, 0000 
                   m7.dat,   110.622462788,        7.75, 0000 
                   m8.dat,    97.606177606,        8.25, 0000 
                   m9.dat,    99.831876261,        4.00, 0000 
                ma409.dat,   109.754601227,        8.75, 0000 
              ma409sm.dat,   140.417633411,        6.00, 0000 
              marsden.dat,    91.693290735,        4.25, 0000 
              marske1.dat,   109.261565836,        2.50, 0000 
