             AIRFOIL_NAME,          CLDMAX,      DELALP, FLAG
              marske2.dat,    95.625000000,        4.75, 0000 
              marske3.dat,    96.816720257,        4.75, 0000 
              marske4.dat,    98.475371384,        5.00, 0000 
              marske5.dat,    94.058171745,        4.50, 0000 
              marske7.dat,   109.359756098,       12.50, 0000 
           mb253515sm.dat,    95.636172450,        6.50, 0000 
                mh102.dat,   116.539589443,        7.50, 0000 
                mh104.dat,   116.879739978,        3.50, 0000 
                mh106.dat,    95.860465116,        8.50, 0000 
                mh108.dat,    99.745856354,        6.75, 0000 
                mh110.dat,    91.400000000,        5.75, 0000 
                mh112.dat,   143.880764904,       14.25, 0000 
                mh113.dat,   149.262500000,       12.50, 0000 
                mh114.dat,   158.539007092,       12.00, 0000 
                mh115.dat,   156.904069767,       13.25, 0000 
                mh116.dat,   148.822580645,        9.75, 0000 
                mh117.dat,   118.851913478,       10.00, 0000 
                mh120.dat,     0.000000000,        0.00, 0077 
                mh121.dat,   120.769230769,        8.50, 0000 
                mh122.dat,     0.000000000,        0.00, 0077 
                mh126.dat,    72.714187800,       16.50, 0000 
                mh150.dat,   111.248966088,        7.25, 0000 
                 mh18.dat,   124.927536232,        9.00, 0000 
                 mh20.dat,    91.343283582,        8.50, 0000 
                mh200.dat,   110.311475410,       12.25, 0000 
                mh201.dat,   111.954022989,       13.25, 0000 
                 mh22.dat,    90.225694444,        7.00, 0000 
                 mh23.dat,    66.245318352,        1.50, 0000 
                 mh24.dat,    67.875457875,        6.00, 0000 
                 mh25.dat,    63.345070423,        8.50, 0000 
                 mh26.dat,    73.442879499,        7.75, 0000 
                 mh27.dat,    70.870185449,       10.00, 0000 
                 mh30.dat,    93.522504892,        9.50, 0000 
                 mh32.dat,   107.533333333,       11.50, 0000 
                 mh33.dat,    65.412445731,        3.50, 0000 
                 mh38.dat,   141.752921536,       11.00, 0000 
                 mh42.dat,    94.426229508,        9.50, 0000 
                 mh43.dat,    94.168157424,        8.25, 0000 
                 mh44.dat,    83.045325779,        9.25, 0000 
                 mh45.dat,    93.051519155,       10.50, 0000 
                 mh46.dat,    93.360995851,       10.25, 0000 
                 mh49.dat,    63.726618705,        6.75, 0000 
                 mh60.dat,    91.875862069,        9.50, 0000 
                 mh61.dat,    88.602620087,        8.50, 0000 
                 mh62.dat,    89.713467049,        9.75, 0000 
                 mh64.dat,    82.471910112,        5.75, 0000 
                 mh70.dat,   111.489361702,        9.25, 0000 
                 mh78.dat,    98.427299703,        5.25, 0000 
                 mh80.dat,   107.626689189,        3.25, 0000 
                 mh81.dat,   110.878552972,        4.00, 0000 
                 mh82.dat,   114.097807757,        5.25, 0000 
                 mh83.dat,   122.027687296,        6.00, 0000 
                 mh84.dat,   114.590643275,       10.00, 0000 
                 mh91.dat,    93.034257749,        5.75, 0000 
                 mh92.dat,    92.082343626,        5.25, 0000 
                 mh93.dat,    89.190031153,        1.50, 0000 
                 mh94.dat,    74.144783534,        9.00, 0000 
                 mh95.dat,    75.200000000,       12.75, 0000 
            mi-strut1.dat,    40.655021834,        7.00, 0000 
             mi-vawt1.dat,    78.048469388,        8.00, 0000 
                miley.dat,   162.074468085,        2.25, 0000 
               mrc-16.dat,   122.802469136,       10.75, 0000 
               mrc-20.dat,   113.495475113,       10.75, 0000 
                ms313.dat,    84.712041885,        8.50, 0000 
                ms317.dat,    79.225589226,       12.25, 0000 
               mue139.dat,   115.023885350,        6.50, 0000 
              n0009sm.dat,     0.000000000,        0.00, 0077 
              n0011sc.dat,    54.267367192,        3.25, 0000 
                n0012.dat,    69.273927393,        6.75, 0000 
                  n10.dat,   109.227053140,        8.25, 0000 
                  n11.dat,   115.228821811,        8.00, 0000 
                n11h9.dat,   124.861963190,        5.25, 0000 
                  n12.dat,    74.919354839,        5.75, 0000 
                  n13.dat,    72.860125261,        5.50, 0000 
                  n14.dat,    63.522292994,        7.50, 0000 
                n1h15.dat,   135.358910891,        1.00, 0000 
                  n22.dat,   113.001186240,       11.25, 0000 
                  n24.dat,    96.969050160,       10.50, 0000 
                n2414.dat,    99.976218787,       10.75, 0000 
                n2415.dat,    96.554054054,       10.25, 0000 
                n2h15.dat,   131.125907990,        0.25, 0000 
                n5h10.dat,    83.980582524,        8.00, 0000 
                n5h15.dat,    84.679170780,       13.75, 0000 
                n5h20.dat,    70.436847104,        0.00, 0000 
              n63010a.dat,    51.230088496,        0.75, 0000 
              n63012a.dat,    62.976562500,        3.75, 0000 
              n63015a.dat,    63.755102041,       11.50, 0000 
               n63210.dat,    74.653465347,        6.50, 0000 
               n63212.dat,    84.196428571,       10.75, 0000 
               n63215.dat,    84.354005168,       13.75, 0000 
              n63215b.dat,    84.083094556,        9.00, 0000 
               n63412.dat,   102.243401760,       16.00, 0000 
               n63415.dat,   106.692708333,       14.75, 0000 
              n64008a.dat,    53.136033229,        1.50, 0000 
               n64012.dat,    64.314176245,        4.50, 0000 
              n64012a.dat,    64.559939302,        5.00, 0000 
               n64015.dat,    66.753623188,       12.75, 0000 
              n64015a.dat,    64.578488372,       12.75, 0000 
                n6409.dat,   147.679045093,       11.75, 0000 
               n64108.dat,    51.383519837,        6.50, 0000 
               n64110.dat,    63.379790941,        4.50, 0000 
               n64212.dat,    83.023255814,       10.25, 0000 
             n64212ma.dat,    87.252252252,        8.00, 0000 
             n64212mb.dat,    94.096774194,        5.75, 0000 
               n64215.dat,    89.316005472,       14.25, 0000 
              n642415.dat,   112.183754993,       13.50, 0000 
               n66021.dat,    63.583892617,        0.25, 0000 
                n6h10.dat,   103.521739130,       12.25, 0000 
                n6h15.dat,    99.448275862,        0.25, 0000 
                n6h20.dat,    83.519163763,        1.25, 0000 
                n8h12.dat,   116.527958388,       11.50, 0000 
                   n9.dat,    95.190651907,       10.25, 0000 
             naca0006.dat,    61.443298969,        0.50, 0000 
             naca0008.dat,    60.738636364,        5.25, 0000 
           naca000834.dat,    43.333333333,        0.75, 0000 
             naca0010.dat,    73.849624060,        4.00, 0000 
           naca001034.dat,    47.104000000,        0.50, 0000 
  naca001034a08cli0.2.dat,    80.548780488,        6.00, 0000 
           naca001035.dat,    34.095898325,        0.00, 0000 
           naca001064.dat,    66.353651840,        3.00, 0000 
           naca001065.dat,    58.375089477,        3.50, 0000 
           naca001066.dat,    56.118029237,        4.50, 0000 
           naca001234.dat,    48.277919864,        4.00, 0000 
           naca001264.dat,    58.908077994,        7.50, 0000 
  naca001264a08cli0.2.dat,    75.314136126,        7.00, 0000 
             naca0015.dat,    71.507537688,        8.00, 0000 
             naca0018.dat,    74.612518629,        7.50, 0000 
             naca0021.dat,    72.816537468,        8.25, 0000 
             naca0024.dat,    67.800490597,        9.00, 0000 
             naca1408.dat,    73.238007380,        4.25, 0000 
             naca1410.dat,    71.476793249,       12.75, 0000 
             naca1412.dat,    76.145710928,       12.25, 0000 
            naca16006.dat,    35.056179775,        0.75, 0000 
            naca16009.dat,    42.663793103,        2.00, 0000 
            naca16012.dat,    50.129776496,        4.25, 0000 
            naca16015.dat,    44.218829517,        7.00, 0000 
            naca16018.dat,    38.440944882,       16.50, 0000 
            naca16021.dat,    34.119241192,       19.75, 0000 
            naca23012.dat,    90.292044310,        8.25, 0000 
            naca23015.dat,    90.460636516,        8.50, 0000 
            naca23018.dat,    86.069277108,        7.25, 0000 
            naca23021.dat,    68.036363636,        8.75, 0000 
            naca23024.dat,    49.857530529,        6.25, 0000 
             naca2408.dat,    87.537593985,        9.25, 0000 
             naca2410.dat,    90.727532097,       10.75, 0000 
             naca2411.dat,   104.229691877,       12.25, 0000 
             naca2412.dat,    99.541160594,       12.00, 0000 
             naca2415.dat,    98.077803204,       11.75, 0000 
             naca2418.dat,    93.287815126,       11.00, 0000 
             naca2421.dat,    88.264223722,        9.50, 0000 
             naca2424.dat,    58.032305433,        9.25, 0000 
             naca4412.dat,   126.232876712,       11.50, 0000 
             naca4415.dat,   117.716262976,       12.25, 0000 
             naca4418.dat,   107.223672759,        9.00, 0000 
             naca4421.dat,    93.383280757,        9.50, 0000 
             naca4424.dat,    58.822911193,        7.00, 0000 
            naca63206.dat,    63.645418327,        3.50, 0000 
            naca63209.dat,    66.797945205,        4.00, 0000 
           naca632615.dat,   127.821158690,       13.75, 0000 
          naca632a015.dat,    88.652988403,        8.25, 0000 
           naca633018.dat,    80.084235860,       12.25, 0000 
           naca633218.dat,    79.691417551,       15.00, 0000 
           naca633418.dat,   115.109826590,       13.50, 0000 
           naca633618.dat,   122.731376975,       19.00, 0000 
           naca634221.dat,   100.763440860,        1.50, 0000 
           naca634421.dat,   112.233930453,        2.25, 0000 
           naca63a210.dat,     0.000000000,        0.00, 0077 
           naca641112.dat,    68.360128617,        9.25, 0000 
             naca6412.dat,   139.441964286,       10.50, 0000 
            naca64206.dat,    67.876857749,        3.50, 0000 
            naca64208.dat,    64.306306306,        3.25, 0000 
            naca64209.dat,    64.070796460,        6.25, 0000 
            naca64210.dat,    71.738113796,        3.50, 0000 
           naca642215.dat,    89.316005472,       14.25, 0000 
           naca642415.dat,   112.183754993,       13.50, 0000 
           naca643218.dat,    96.403508772,       16.00, 0000 
           naca643418.dat,   116.822429907,       16.50, 0000 
           naca643618.dat,   127.046223224,       17.25, 0000 
           naca644221.dat,   100.779816514,        1.00, 0000 
           naca644421.dat,   117.246531483,        1.00, 0000 
           naca64a010.dat,     0.000000000,        0.00, 0077 
           naca64a210.dat,    86.481802426,        6.75, 0000 
           naca64a410.dat,   106.846689895,       10.00, 0000 
           naca651212.dat,    82.065040650,        9.75, 0000 
        naca651212a06.dat,    77.675585284,       11.75, 0000 
           naca651412.dat,   105.508196721,       10.75, 0000 
            naca65206.dat,    65.403422983,        3.75, 0000 
            naca65209.dat,    76.531365314,        4.75, 0000 
            naca65210.dat,    68.483245150,        5.75, 0000 
           naca652215.dat,    91.516936672,       12.75, 0000 
           naca652415.dat,   106.346433770,       14.00, 0000 
        naca652415a05.dat,   121.764705882,        0.50, 0000 
           naca653218.dat,    93.773333333,        1.00, 0000 
           naca653618.dat,   117.531969309,        0.25, 0000 
            naca65410.dat,    99.042553191,        6.00, 0000 
           naca654221.dat,    96.703841388,        0.75, 0000 
           naca654421.dat,   115.223529412,        0.50, 0000 
        naca654421a05.dat,   117.511961722,        0.25, 0000 
           naca66-018.dat,    62.786885246,        0.25, 0000 
           naca661212.dat,    76.491862568,        5.75, 0000 
            naca66206.dat,    70.526315789,        2.75, 0000 
            naca66209.dat,    68.061224490,        3.50, 0000 
            naca66210.dat,    76.353591160,        4.50, 0000 
           naca662215.dat,    76.811594203,        0.00, 0000 
           naca662415.dat,   109.638364780,        0.25, 0000 
           naca663218.dat,    88.948905109,        0.00, 0000 
           naca663418.dat,   110.909090909,        0.00, 0000 
           naca664221.dat,    90.145118734,        0.00, 0000 
           naca671215.dat,     0.000000000,        0.00, 0077 
          naca747a315.dat,    94.804318489,       12.50, 0000 
          naca747a415.dat,   106.007853403,        0.50, 0000 
              nacacyh.dat,   106.637341153,        7.75, 0000 
              nacam12.dat,    77.559115179,        8.75, 0000 
              nacam18.dat,   120.000000000,        8.00, 0000 
               nacam2.dat,    67.829525483,        4.00, 0000 
               nacam3.dat,    65.283018868,        9.50, 0000 
               nacam6.dat,    81.191489362,       10.75, 0000 
         nasasc2-0714.dat,    76.512915129,        9.75, 0000 
              ncambre.dat,    88.555858311,        7.75, 0000 
             nl722343.dat,    72.454175153,        7.00, 0000 
             nl722362.dat,    77.073954984,        9.25, 0000 
              nlf0115.dat,    92.732316227,       14.25, 0000 
             nlf0215f.dat,   135.934782609,       13.75, 0000 
              nlf1015.dat,   161.662234043,        0.50, 0000 
              nlf414f.dat,   100.617283951,       14.00, 0000 
               nlf415.dat,   105.406626506,        0.50, 0000 
               nlf416.dat,   113.880597015,        6.75, 0000 
                nlr1t.dat,    80.865892291,        8.25, 0000 
              nlr7301.dat,    67.424242424,       10.75, 0000 
              nn7mk20.dat,   123.700598802,       14.50, 0000 
              npl9510.dat,    57.191780822,        5.75, 0000 
              npl9615.dat,    79.671361502,        9.75, 0000 
              npl9626.dat,    69.872712808,        8.50, 0000 
              npl9627.dat,    79.077034884,        7.00, 0000 
              npl9660.dat,    77.216396568,       10.25, 0000 
                 nplx.dat,    68.693029491,        5.00, 0000 
                oa206.dat,    51.925078044,        0.75, 0000 
                oa209.dat,    84.313524590,        7.75, 0000 
                oa212.dat,    90.543933054,        7.75, 0000 
                oa213.dat,    94.425566343,        6.50, 0000 
               oaf095.dat,   122.045152722,       10.00, 0000 
               oaf102.dat,    89.893617021,        9.75, 0000 
               oaf117.dat,    92.486659552,        9.00, 0000 
               oaf128.dat,    83.686534216,        7.50, 0000 
               oaf139.dat,    70.068027211,        5.75, 0000 
             p51droot.dat,    83.795255930,       15.75, 0000 
              p51dtip.dat,    75.761589404,        5.00, 0000 
             p51hroot.dat,    92.080645161,        0.25, 0000 
              p51htip.dat,    82.600732601,        7.50, 0000 
                 pfcm.dat,    74.830339321,        9.00, 0000 
              pmc19sm.dat,    82.358366271,        8.75, 0000 
 prandtl-d-centerline.dat,   124.084124830,       10.75, 0000 
    prandtl-d-wingtip.dat,    66.530028599,        8.25, 0000 
         psu-90-125wl.dat,   108.031496063,       10.75, 0000 
             psu94097.dat,   142.133105802,       10.75, 0000 
                 pt40.dat,    94.461264470,       10.00, 0000 
                r1046.dat,   146.126558006,        3.50, 0000 
                r1080.dat,   133.423645320,        0.50, 0000 
                r1082.dat,   132.104046243,        1.25, 0000 
               r1082t.dat,   127.247820672,       13.25, 0000 
                 r140.dat,    65.151515152,        4.50, 0000 
               r140sm.dat,    64.932659933,        4.50, 0000 
               rae100.dat,    71.760435572,        7.75, 0000 
               rae101.dat,    60.815370197,        5.50, 0000 
               rae102.dat,    58.889711325,        5.00, 0000 
               rae103.dat,    58.450046685,        5.50, 0000 
               rae104.dat,    45.278276481,        0.75, 0000 
              rae2822.dat,    71.946755408,       10.25, 0000 
              rae5212.dat,    78.388692580,        8.25, 0000 
              rae5213.dat,    82.157809984,        7.50, 0000 
              rae5214.dat,    79.287392326,        7.75, 0000 
              rae5215.dat,    79.551671733,        7.50, 0000 
              rae69ck.dat,    71.946755408,       10.25, 0000 
                raf15.dat,    91.105590062,       11.75, 0000 
                raf19.dat,    94.022582922,        6.00, 0000 
                raf25.dat,    71.623325453,        1.50, 0000 
                raf26.dat,   101.127982646,        5.75, 0000 
                raf27.dat,    68.919156415,        4.75, 0000 
                raf28.dat,    96.868965517,        9.25, 0000 
                raf30.dat,    70.632727273,        6.50, 0000 
              raf30md.dat,    58.438438438,        1.00, 0000 
                raf31.dat,    96.334196891,       11.50, 0000 
                raf32.dat,   142.681481481,       13.25, 0000 
              raf32md.dat,   139.055649241,       14.25, 0000 
                raf33.dat,   117.403100775,        2.25, 0000 
                raf34.dat,    84.091456077,        9.50, 0000 
                raf38.dat,    96.758104738,       11.75, 0000 
                raf48.dat,   114.863157895,       11.50, 0000 
                 raf6.dat,   103.513513514,       10.00, 0000 
                raf69.dat,    75.827010622,        9.50, 0000 
          raf6prop_sm.dat,   100.625482625,        9.00, 0000 
                raf89.dat,    37.918739635,        2.50, 0000 
              rc0864c.dat,     0.000000000,        0.00, 0077 
               rc08b3.dat,    59.582938389,        1.50, 0000 
               rc08n1.dat,    85.256410256,       11.00, 0000 
              rc1064c.dat,    69.192399050,        8.25, 0000 
               rc10b3.dat,    76.433278418,        8.00, 0000 
               rc10n1.dat,    82.052117264,        8.75, 0000 
              rc1264c.dat,    68.153618907,        6.75, 0000 
               rc12b3.dat,    84.017424976,       10.25, 0000 
               rc12n1.dat,    88.389154705,       12.00, 0000 
                rc410.dat,    90.859691809,        7.75, 0000 
                rc510.dat,    92.233741753,        8.25, 0000 
                rcsc2.dat,    69.362859363,        6.00, 0000 
                 rg12.dat,    79.387755102,        8.75, 0000 
                rg12a.dat,    88.164464023,        9.00, 0000 
             rg12a189.dat,    88.164464023,        9.00, 0000 
                 rg14.dat,    86.884154461,        9.75, 0000 
               rg1410.dat,    86.045548654,       10.00, 0000 
                rg149.dat,    83.979441997,        8.50, 0000 
               rg1495.dat,    81.452631579,        8.50, 0000 
             rg14a147.dat,    76.743362832,        7.75, 0000 
                 rg15.dat,    90.816023739,        5.75, 0000 
             rg15a111.dat,    96.156626506,       10.75, 0000 
             rg15a213.dat,   104.752370917,        9.25, 0000 
                  rg8.dat,   102.724757953,       11.75, 0000 
            rhodesg30.dat,   100.034129693,       10.00, 0000 
            rhodesg32.dat,   104.144310823,        9.00, 0000 
            rhodesg34.dat,    91.994198695,        6.00, 0000 
            rhodesg36.dat,    71.671732523,        9.75, 0000 
                s1010.dat,    55.209003215,        1.50, 0000 
                s1012.dat,    66.914119360,        8.50, 0000 
                s1014.dat,    52.304469274,       14.75, 0000 
                s1016.dat,    47.498478393,        7.25, 0000 
                s1020.dat,   141.341935484,       13.25, 0000 
                s102b.dat,    91.986486486,       14.50, 0000 
                s102s.dat,    91.504787962,       15.25, 0000 
                s1046.dat,    84.459582198,        6.25, 0000 
                s1048.dat,    78.991031390,        8.50, 0000 
                s1091.dat,   147.893890675,       11.75, 0000 
                s1210.dat,   146.999154691,        8.50, 0000 
      s1221-4deg-flap.dat,   132.919488337,        6.25, 0000 
                s1221.dat,   136.389568052,        6.00, 0000 
                s1223.dat,   120.943912449,        7.75, 0000 
             s1223rtl.dat,   103.992932862,       10.00, 0000 
                s2027.dat,   119.844124700,       10.75, 0000 
                s2046.dat,   105.081081081,        9.50, 0000 
                s2048.dat,    76.224028907,        0.75, 0000 
                s2050.dat,    80.059523810,        7.25, 0000 
                s2055.dat,    76.679960120,        1.75, 0000 
                s2060.dat,    98.760330579,       11.75, 0000 
                s2062.dat,    88.945312500,        5.75, 0000 
                s2091.dat,    86.746231156,        8.50, 0000 
                   s3.dat,    96.109057301,        4.75, 0000 
                s3002.dat,   109.143798024,       11.00, 0000 
                s3010.dat,   110.859375000,        8.50, 0000 
                s3014.dat,    65.050962627,        0.25, 0000 
                s3016.dat,    97.096247961,       10.00, 0000 
                s3021.dat,    96.424332344,        6.00, 0000 
                s3024.dat,   110.531561462,       13.25, 0000 
                s3025.dat,   111.422087746,       11.00, 0000 
                s4022.dat,   141.868613139,       13.50, 0000 
                s4053.dat,   126.420863309,       11.00, 0000 
                s4061.dat,   117.674825175,        9.25, 0000 
                s4062.dat,   153.084922010,       12.50, 0000 
                s4083.dat,   121.204055767,        9.25, 0000 
                s4094.dat,    85.157384988,        7.25, 0000 
                s4095.dat,    72.019736842,        6.75, 0000 
                s4096.dat,    62.782152231,        6.75, 0000 
                s4110.dat,   121.313320826,       10.50, 0000 
                s4158.dat,   145.708884688,       13.25, 0000 
                s4180.dat,   117.493946731,       12.00, 0000 
                s4233.dat,   118.068862275,        8.25, 0000 
                s4310.dat,   133.855243722,       12.50, 0000 
                s4320.dat,   138.208269525,       11.00, 0000 
                s5010.dat,    99.544198895,        6.50, 0000 
                s5020.dat,   102.917214192,        6.50, 0000 
                s6061.dat,    93.235800344,        5.00, 0000 
                s6062.dat,    88.786764706,        9.00, 0000 
                s6063.dat,    79.790613718,        4.50, 0000 
                s7012.dat,   106.698113208,        8.00, 0000 
                s7055.dat,   122.821270310,       11.25, 0000 
                s7075.dat,   122.218045113,       11.25, 0000 
                s8021.dat,    64.678150499,        4.25, 0000 
                s8023.dat,    75.131348511,        5.50, 0000 
                s8025.dat,    73.476821192,        6.75, 0000 
                s8035.dat,    81.031007752,        6.50, 0000 
                s8036.dat,    96.319018405,       12.50, 0000 
                s8037.dat,   106.563275434,       12.00, 0000 
                s8038.dat,    83.633998265,        9.00, 0000 
                s8052.dat,    89.822419534,       10.75, 0000 
                s8055.dat,    92.942408377,       11.00, 0000 
                s8064.dat,    72.798573975,       12.75, 0000 
                s8065.dat,    77.648183556,        6.50, 0000 
                s8066.dat,    74.656488550,        9.75, 0000 
                s9000.dat,   100.142653352,        9.50, 0000 
                s9026.dat,    68.628230616,        6.25, 0000 
                s9027.dat,    69.227313567,        4.75, 0000 
                s9032.dat,    69.428571429,        6.00, 0000 
                s9033.dat,    57.857142857,        2.00, 0000 
                s9037.dat,   121.988217968,       10.25, 0000 
               sa7024.dat,   120.812101911,       11.00, 0000 
               sa7025.dat,   128.410256410,       10.00, 0000 
               sa7026.dat,   141.076066790,       11.50, 0000 
               sa7035.dat,   109.440353461,        9.75, 0000 
               sa7036.dat,   111.335403727,        9.75, 0000 
               sa7038.dat,   117.843426883,       11.50, 0000 
              saratov.dat,   143.807205453,        3.75, 0000 
             sc1012r8.dat,    87.890044577,        9.50, 0000 
             sc1094r8.dat,    87.699836868,       10.00, 0000 
               sc1095.dat,    85.552784705,        6.00, 0000 
             sc1095r8.dat,    87.729393468,        9.50, 0000 
              sc20010.dat,    63.275316456,        6.25, 0000 
              sc20012.dat,    66.791758646,        6.50, 0000 
              sc20402.dat,    32.423435419,        0.75, 0000 
              sc20403.dat,    38.395560040,        2.00, 0000 
              sc20404.dat,     0.000000000,        0.00, 0331 
              sc20406.dat,    56.255969436,        3.00, 0000 
              sc20410.dat,    66.699438202,        6.25, 0000 
              sc20412.dat,    71.542383684,        6.25, 0000 
              sc20414.dat,    74.137267479,        8.25, 0000 
              sc20503.dat,    49.128386337,        0.25, 0000 
              sc20518.dat,    75.655589124,       10.25, 0000 
              sc20606.dat,    58.283772302,        2.00, 0000 
              sc20610.dat,    73.493975904,       11.75, 0000 
              sc20612.dat,    74.494301994,        8.00, 0000 
              sc20614.dat,    76.907775769,        8.00, 0000 
              sc20706.dat,    62.065321806,        3.25, 0000 
              sc20710.dat,    70.697674419,        7.50, 0000 
              sc20712.dat,    74.117647059,        8.25, 0000 
              sc20714.dat,    75.461822660,        9.00, 0000 
              sc21006.dat,    65.008389262,        0.25, 0000 
              sc21010.dat,    77.369581190,        7.25, 0000 
               sc2110.dat,    91.048451152,        7.50, 0000 
               sd2030.dat,    96.687370600,        4.50, 0000 
               sd2083.dat,   103.228346457,        3.75, 0000 
               sd5060.dat,    88.359030837,        1.00, 0000 
               sd6060.dat,    95.714285714,        8.50, 0000 
               sd6080.dat,   119.747048904,       13.25, 0000 
               sd7003.dat,    84.264705882,        1.50, 0000 
               sd7032.dat,   123.333333333,       10.25, 0000 
               sd7034.dat,    86.638349515,        6.25, 0000 
               sd7037.dat,   108.288288288,       11.25, 0000 
               sd7043.dat,    99.696531792,        8.75, 0000 
               sd7062.dat,   108.504784689,       10.00, 0000 
               sd7080.dat,    84.703891709,        1.50, 0000 
               sd7084.dat,    85.209840810,        6.00, 0000 
               sd7090.dat,    84.126050420,        7.75, 0000 
               sd8000.dat,    86.238317757,        1.75, 0000 
               sd8020.dat,    74.627709708,        5.25, 0000 
               sd8040.dat,   105.828947368,       11.00, 0000 
               sg6040.dat,   110.094117647,       12.50, 0000 
               sg6041.dat,    94.734042553,       12.75, 0000 
               sg6042.dat,   143.965183752,       13.75, 0000 
               sg6043.dat,   172.473867596,       15.50, 0000 
               sg6050.dat,   123.337378641,       10.25, 0000 
               sg6051.dat,   128.874598071,       10.75, 0000 
                sm701.dat,   108.658367911,       14.75, 0000 
              sokolov.dat,   149.182879377,        7.75, 0000 
             sp4621hp.dat,   129.432432432,        1.50, 0000 
             sp4721bs.dat,   112.155782848,        8.00, 0000 
             sp4721la.dat,   113.163751987,        8.50, 0000 
              spicasm.dat,   134.795783926,       11.00, 0000 
               ssca07.dat,    68.112244898,        4.75, 0000 
               ssca09.dat,    80.899357602,        7.75, 0000 
             stcyr171.dat,    57.410551850,        4.75, 0000 
             stcyr172.dat,    68.435643564,        7.00, 0000 
             stcyr234.dat,    77.163461538,       11.50, 0000 
              stcyr24.dat,   112.946428571,       15.25, 0000 
             ste87151.dat,    92.697899838,        3.75, 0000 
             ste87391.dat,    84.528301887,       10.00, 0000 
             stf86361.dat,   146.000000000,        0.25, 0000 
               strand.dat,   142.018140590,        3.25, 0000 
      supermarine371i.dat,    75.993091537,       11.50, 0000 
     supermarine371ii.dat,    54.335260116,        3.25, 0000 
             tempest1.dat,    70.027624309,       12.00, 0000 
             tempest2.dat,    65.447409733,        6.75, 0000 
             tempest3.dat,    64.080944351,        6.50, 0000 
              th25816.dat,    64.008264463,        4.50, 0000 
            trainer60.dat,    80.802650957,        5.50, 0000 
              tsagi12.dat,    79.953488372,        5.75, 0000 
               tsagi8.dat,    70.189933523,        1.75, 0000 
            tsagi_r3a.dat,   111.634372367,        6.75, 0000 
              ua2-180.dat,   145.474806202,        4.00, 0000 
            ua2-180sm.dat,   144.512428298,        3.25, 0000 
             ua79sf18.dat,   141.500630517,        0.00, 0000 
              ua79sff.dat,   110.336749634,        2.75, 0000 
           uag8814320.dat,   181.877794337,        3.25, 0000 
               ui1720.dat,   114.713896458,        0.25, 0000 
             ultimate.dat,    56.585179526,        5.75, 0000 
           us1000root.dat,    74.191729323,        4.25, 0000 
                usa22.dat,   114.948132780,        6.75, 0000 
                usa25.dat,   126.492942454,        8.25, 0000 
                usa26.dat,   114.085106383,        9.75, 0000 
                usa27.dat,   119.400406504,        7.25, 0000 
              usa27m2.dat,   109.465791940,        9.25, 0000 
                usa28.dat,   105.209163347,        8.25, 0000 
                usa29.dat,    88.533218292,        0.50, 0000 
                usa31.dat,    68.210262829,       10.50, 0000 
                usa32.dat,    61.737039017,        7.25, 0000 
                usa33.dat,    89.062500000,        7.25, 0000 
                usa34.dat,    77.588904694,        7.00, 0000 
                usa35.dat,   106.595419847,        7.25, 0000 
               usa35a.dat,   106.618320611,        7.25, 0000 
               usa35b.dat,   118.101736973,       11.25, 0000 
                usa40.dat,   112.298747764,        8.25, 0000 
               usa40b.dat,   113.082386364,        5.00, 0000 
                usa41.dat,   127.223650386,        7.25, 0000 
                usa45.dat,   102.884322679,        1.75, 0000 
               usa45m.dat,   112.750000000,        5.50, 0000 
                usa46.dat,    95.992647059,        4.75, 0000 
                usa48.dat,    85.677419355,       11.25, 0000 
                usa49.dat,    80.551724138,        4.50, 0000 
                 usa5.dat,   119.154746424,        8.50, 0000 
                usa50.dat,    92.765598651,        9.25, 0000 
                usa51.dat,    87.272727273,        9.25, 0000 
                usa98.dat,   123.448275862,        7.50, 0000 
               usnps4.dat,   109.826839827,       11.50, 0000 
               v13006.dat,    57.908902692,        6.25, 0000 
               v13009.dat,    86.059957173,       10.00, 0000 
               v23010.dat,    95.452562704,        9.00, 0000 
               v43012.dat,   101.319622965,        7.75, 0000 
               v43015.dat,    93.785607196,        7.75, 0000 
                  vr1.dat,    65.830564784,        8.50, 0000 
                vr11x.dat,    90.568927790,        6.50, 0000 
                 vr12.dat,    93.165991903,        7.50, 0000 
                 vr13.dat,    92.290748899,        7.50, 0000 
                 vr14.dat,    86.697154472,        6.75, 0000 
                 vr15.dat,    79.453961456,        6.00, 0000 
                  vr5.dat,   126.292307692,       11.50, 0000 
                  vr7.dat,   118.028571429,       11.50, 0000 
                 vr7b.dat,   109.375796178,        9.50, 0000 
                  vr8.dat,    66.204690832,        1.50, 0000 
                 vr8b.dat,    59.142335766,        0.25, 0000 
                  vr9.dat,    39.301848049,        0.75, 0000 
                w1011.dat,    73.168214654,        6.50, 0000 
                w1015.dat,    83.330404218,        7.50, 0000 
               waspsm.dat,   109.082802548,        8.75, 0000 
            wb13535sm.dat,   108.006012024,        8.75, 0000 
                wb140.dat,   121.849427169,       12.00, 0000 
             whitcomb.dat,    66.687935035,        7.50, 0000 
                ys900.dat,    28.178466077,        0.00, 0000 
                ys915.dat,     0.000000000,        0.00, 0077 
                ys930.dat,    64.301075269,        4.50, 0000 
              zv15_35.dat,    93.086220790,        5.50, 0000 
           zzfx082512.dat,    88.557575758,       11.25, 0000 
          zznaca22312.dat,    96.865261228,        8.00, 0000 
         zznaca642415.dat,   113.725743855,       13.00, 0000 
