
Single objective optimization:
24 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              200         0.09166         7.8e+05        0
    2              295         0.06782         6.4e+05        0
    3              390         0.06782         4.8e+05        1
    4              485         0.06782           5e+05        2
    5              580         0.03705           4e+05        0
    6              675         0.03705         3.8e+05        1
    7              770         0.03705         3.9e+05        2
    8              865         0.03705         4.1e+05        3
    9              960         0.02998         3.8e+05        0
   10             1055         0.02118           3e+05        0
   11             1150         0.02014         2.6e+05        0
   12             1245         0.01943         2.8e+05        0
   13             1340         0.01908           2e+05        0
   14             1435         0.01886         1.6e+05        0
   15             1530         0.01886         1.2e+05        1
   16             1625         0.01886         1.6e+05        2
   17             1720         0.01886         2.5e+05        3
   18             1815         0.01886         2.8e+05        4
   19             1910         0.01886         2.7e+05        5
   20             2005         0.01886         2.9e+05        6
   21             2100         0.01701         1.9e+05        0
   22             2195         0.01701         1.7e+05        1
   23             2290         0.01697         1.4e+05        0
   24             2385         0.01521         1.7e+05        0
   25             2480         0.01521         2.1e+05        1
   26             2575          0.0143           2e+05        0
   27             2670          0.0143         1.3e+05        1
   28             2765         0.01414         1.6e+05        0
   29             2860         0.01413         1.9e+05        0
   30             2955         0.01409         2.9e+05        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             3050         0.01409         3.3e+05        1
   32             3145         0.01362         3.9e+05        0
   33             3240         0.01361         4.1e+05        0
   34             3335         0.01358         3.6e+05        0
   35             3430         0.01354         2.7e+05        0
   36             3525         0.01321         2.2e+05        0
   37             3620         0.01309         1.2e+05        0
   38             3715         0.01296           9e+04        0
   39             3810         0.01224           6e+04        0
   40             3905          0.0121           6e+04        0
   41             4000         0.01209           5e+04        0
   42             4095         0.01209           2e+04        0
   43             4190         0.01209           2e+04        1
   44             4285         0.01209         1.2e+05        2
   45             4380         0.01209         1.7e+05        3
   46             4475         0.01209         1.7e+05        4
   47             4570         0.01209         1.8e+05        5
   48             4665         0.01209         1.5e+05        6
   49             4760         0.01155         1.2e+05        0
   50             4855         0.01155         1.4e+05        1
   51             4950        0.009945           9e+04        0
   52             5045        0.008664           8e+04        0
   53             5140        0.008558         1.4e+05        0
   54             5235        0.007877         1.1e+05        0
   55             5330        0.007877         1.6e+05        1
   56             5425        0.007164         1.8e+05        0
   57             5520        0.007145         1.6e+05        0
   58             5615        0.007145         2.3e+05        1
   59             5710        0.007145         2.8e+05        2
   60             5805        0.007108         2.6e+05        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61             5900        0.006269         2.6e+05        0
   62             5995        0.006269         2.7e+05        1
   63             6090        0.006269         2.4e+05        2
   64             6185        0.006269         1.9e+05        3
   65             6280        0.006269         1.6e+05        4
   66             6375        0.006011           2e+05        0
   67             6470        0.006006         1.8e+05        0
   68             6565        0.006005         1.9e+05        0
   69             6660         0.00569         2.3e+05        0
   70             6755         0.00569         2.6e+05        1
   71             6850         0.00569           2e+05        2
   72             6945        0.005675         2.3e+05        0
   73             7040        0.005673         2.3e+05        0
   74             7135        0.005622         2.1e+05        0
   75             7230        0.005599         1.7e+05        0
   76             7325        0.005599         1.1e+05        1
   77             7420        0.005599         1.3e+05        2
   78             7515        0.005599           2e+05        3
   79             7610        0.005599         2.2e+05        0
   80             7705        0.005599         2.4e+05        1
   81             7800        0.005599         2.9e+05        2
   82             7895        0.005596         2.5e+05        0
   83             7990        0.005595         1.8e+05        0
   84             8085        0.005595         1.6e+05        1
   85             8180         0.00559         1.8e+05        0
   86             8275        0.005588         2.6e+05        0
   87             8370        0.005587         2.6e+05        0
   88             8465        0.005587           2e+05        1
   89             8560        0.005587         2.1e+05        2
   90             8655        0.005587         2.4e+05        3

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   91             8750        0.005461         1.9e+05        0
   92             8845        0.005461         1.9e+05        1
   93             8940        0.005434           2e+05        0
   94             9035        0.005434         2.4e+05        1
   95             9130        0.005432         2.8e+05        0
   96             9225        0.005429         2.9e+05        0
   97             9320        0.005429         2.4e+05        1
   98             9415        0.005429           2e+05        2
   99             9510        0.005429         1.5e+05        3
  100             9605        0.005429         1.3e+05        4
  101             9700        0.005429           1e+05        0
  102             9795        0.005429         1.2e+05        1
  103             9890        0.005429         1.2e+05        2
  104             9985         0.00535           9e+04        0
  105            10080         0.00527           9e+04        0
  106            10175         0.00527         1.2e+05        1
  107            10270        0.005254         1.1e+05        0
  108            10365        0.005246         1.3e+05        0
  109            10460        0.005246         1.7e+05        1
  110            10555         0.00524         1.3e+05        0
  111            10650         0.00492         1.2e+05        0
  112            10745         0.00492         1.6e+05        1
  113            10840        0.004615         2.2e+05        0
  114            10935        0.004599         2.5e+05        0
  115            11030        0.004599         2.7e+05        1
  116            11125        0.004599         2.8e+05        0
  117            11220        0.004595         2.3e+05        0
  118            11315        0.004595         1.4e+05        1
  119            11410        0.004594         2.1e+05        0
  120            11505        0.004591         1.4e+05        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  121            11600        0.004588           9e+04        0
  122            11695        0.004588           5e+04        0
  123            11790        0.004588           3e+04        1
  124            11885        0.004588         1.1e+05        2
  125            11980        0.004588         1.2e+05        3
  126            12075        0.004588         1.2e+05        4
  127            12170        0.004588         1.9e+05        5
  128            12265        0.004569           2e+05        0
  129            12360        0.004533           2e+05        0
  130            12455        0.004524         1.8e+05        0
  131            12550        0.004524         2.9e+05        1
  132            12645        0.004524         2.8e+05        2
  133            12740        0.004524         2.3e+05        3
  134            12835        0.004524         1.4e+05        4
  135            12930        0.004524         1.4e+05        0
  136            13025        0.004524         1.2e+05        1
  137            13120        0.004494         1.2e+05        0
  138            13215        0.004494         1.4e+05        1
  139            13310        0.004494         1.3e+05        2
  140            13405        0.004473           8e+04        0
  141            13500        0.004389           4e+04        0
  142            13595        0.004244           5e+04        0
  143            13690        0.004244           8e+04        1
  144            13785        0.004244           6e+04        2
  145            13880        0.004227           7e+04        0
  146            13975        0.004216           6e+04        0
  147            14070        0.004214           8e+04        0
  148            14165        0.004211         1.6e+05        0
  149            14260        0.004199         2.5e+05        0
  150            14355        0.004199         2.5e+05        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  151            14450        0.004198         2.2e+05        0
  152            14545        0.004198         1.3e+05        1
  153            14640        0.004198         1.6e+05        2
  154            14735        0.004198         1.9e+05        0
  155            14830        0.004198         2.1e+05        1
  156            14925        0.004198         2.4e+05        2
  157            15020        0.004198           2e+05        3
  158            15115        0.004198         1.7e+05        4
  159            15210        0.004198         1.6e+05        5
  160            15305        0.004198         1.2e+05        6
  161            15400        0.004198           7e+04        7
  162            15495        0.003854           5e+04        0
  163            15590        0.003816           4e+04        0
  164            15685        0.003816           2e+04        0
  165            15780        0.003816           2e+04        1
  166            15875        0.003809        0.008252        0
  167            15970        0.003805           6e+04        0
  168            16065        0.003805         1.2e+05        0
  169            16160        0.003805         1.2e+05        1
  170            16255        0.003805         1.6e+05        2
  171            16350        0.003805           1e+05        3
  172            16445        0.003805           8e+04        0
  173            16540        0.003805           9e+04        0
  174            16635        0.003805           8e+04        0
  175            16730        0.003803         1.3e+05        0
  176            16825        0.003803         1.3e+05        1
  177            16920        0.003751         1.9e+05        0
  178            17015         0.00375         2.6e+05        0
  179            17110        0.003747         2.4e+05        0
  180            17205        0.003747         1.6e+05        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  181            17300        0.003746         1.6e+05        0
  182            17395        0.003746           6e+04        1
  183            17490        0.003743         1.4e+05        0
  184            17585        0.003743         1.2e+05        1
  185            17680        0.003743         1.6e+05        2
  186            17775        0.003743         1.6e+05        3
  187            17870        0.003743         1.6e+05        4
  188            17965        0.003743         1.5e+05        5
  189            18060        0.003743         1.5e+05        6
  190            18155        0.003743         1.1e+05        7
  191            18250        0.003711           6e+04        0
  192            18345        0.003711           7e+04        1
  193            18440        0.003711           6e+04        2
  194            18535        0.003711           1e+04        3
  195            18630        0.003699        0.005765        0
  196            18725        0.003692        0.005293        0
  197            18820         0.00355        0.005344        0
  198            18915         0.00355        0.005656        1
  199            19010        0.003549           2e+04        0
  200            19105        0.003549           3e+04        1
  201            19200        0.003549           1e+04        2
  202            19295        0.003541        0.004993        0
  203            19390        0.003541        0.005101        0
  204            19485        0.003541           1e+04        1
  205            19580         0.00354        0.005524        0
  206            19675         0.00354           2e+04        1
  207            19770        0.003538           1e+04        0
  208            19865        0.003519           3e+04        0
  209            19960        0.003518           7e+04        0
  210            20055        0.003516           6e+04        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  211            20150        0.003496         1.1e+05        0
  212            20245        0.003496         1.6e+05        1
  213            20340        0.003495           2e+05        0
  214            20435        0.003495         2.4e+05        1
  215            20530        0.003495           2e+05        2
  216            20625        0.003495         1.6e+05        3
  217            20720        0.003495         1.7e+05        4
  218            20815        0.003459         1.4e+05        0
  219            20910        0.003459         1.1e+05        1
  220            21005        0.003459           6e+04        0
  221            21100        0.003459           7e+04        1
  222            21195        0.003459           9e+04        2
  223            21290        0.003459           5e+04        3
  224            21385        0.003431           4e+04        0
  225            21480        0.003431           6e+04        1
  226            21575        0.003431           1e+04        0
  227            21670        0.003423           1e+04        0
  228            21765        0.003422           5e+04        0
  229            21860        0.003422           9e+04        1
  230            21955        0.003422           9e+04        2
  231            22050        0.003422           5e+04        3
  232            22145        0.003417           2e+04        0
  233            22240        0.003417           3e+04        1
  234            22335        0.003417           1e+04        2
  235            22430        0.003417           1e+04        0
  236            22525        0.003414        0.004284        0
  237            22620        0.003412        0.004484        0
  238            22715        0.003405           1e+04        0
  239            22810        0.003405           5e+04        1
  240            22905        0.003405           5e+04        2

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  241            23000        0.003403           3e+04        0
  242            23095        0.003403        0.008066        1
  243            23190        0.003403           2e+04        0
  244            23285        0.003403           1e+04        1
  245            23380        0.003403           3e+04        0
  246            23475        0.003403           3e+04        0
  247            23570        0.003399           6e+04        0
  248            23665         0.00339           9e+04        0
  249            23760         0.00339         1.7e+05        1
  250            23855         0.00339         1.3e+05        0
  251            23950        0.003337         1.4e+05        0
  252            24045        0.003337         2.2e+05        1
  253            24140        0.003337         2.2e+05        0
  254            24235         0.00332         2.6e+05        0
  255            24330         0.00332         2.7e+05        0
  256            24425         0.00332           2e+05        0
  257            24520        0.003316         1.2e+05        0
  258            24615        0.003303           8e+04        0
  259            24710        0.003303           1e+04        1
  260            24805        0.003303         1.1e+05        2
  261            24900        0.003303         1.5e+05        3
  262            24995         0.00324         2.1e+05        0
  263            25090         0.00324         1.9e+05        1
  264            25185         0.00324         2.1e+05        2
  265            25280         0.00324         1.8e+05        3
  266            25375         0.00324         1.4e+05        4
  267            25470         0.00324         1.3e+05        5
  268            25565         0.00324           7e+04        6
  269            25660        0.003237           2e+04        0
  270            25755        0.003237           5e+04        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  271            25850        0.003237           4e+04        2
  272            25945        0.003237           2e+04        3
  273            26040        0.003205           1e+04        0
  274            26135        0.003156           1e+04        0
  275            26230        0.003156           1e+04        1
  276            26325        0.003153           1e+04        0
  277            26420        0.003127           1e+04        0
  278            26515        0.003118        0.004086        0
  279            26610        0.003114           3e+04        0
  280            26705        0.003105           7e+04        0
  281            26800        0.003105           1e+05        1
  282            26895        0.003104           9e+04        0
  283            26990        0.003104           8e+04        1
  284            27085        0.003104           9e+04        0
  285            27180        0.003097           9e+04        0
  286            27275        0.003029         1.5e+05        0
  287            27370        0.003024         2.2e+05        0
  288            27465        0.003017         1.6e+05        0
  289            27560        0.003017         1.3e+05        1
  290            27655        0.003017         1.6e+05        0
  291            27750        0.003017         1.1e+05        0
  292            27845        0.003017           6e+04        0
  293            27940        0.003017           4e+04        1
  294            28035        0.003017           7e+04        2
  295            28130        0.003017           1e+05        3
  296            28225        0.003017           8e+04        4
  297            28320        0.003017         1.3e+05        5
  298            28415        0.003003           9e+04        0
  299            28510        0.003003         1.1e+05        1
  300            28605        0.003003         1.1e+05        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  301            28700        0.003003           7e+04        1
  302            28795        0.003003           9e+04        2
  303            28890        0.002996           5e+04        0
  304            28985        0.002995           8e+04        0
  305            29080        0.002994           9e+04        0
  306            29175        0.002985         1.6e+05        0
  307            29270        0.002985         2.3e+05        0
  308            29365        0.002985         1.9e+05        1
  309            29460        0.002985         2.4e+05        2
  310            29555        0.002985         2.2e+05        3
  311            29650        0.002985         2.2e+05        4
  312            29745        0.002977         1.4e+05        0
  313            29840        0.002977         1.2e+05        1
  314            29935        0.002977           5e+04        2
  315            30030        0.002973           4e+04        0
  316            30125        0.002973           6e+04        1
  317            30220        0.002973           7e+04        2
  318            30315        0.002973           5e+04        3
  319            30410        0.002973           2e+04        0
  320            30505        0.002973           4e+04        1
  321            30600        0.002972           2e+04        0
  322            30695        0.002972           1e+04        1
  323            30790        0.002967           1e+04        0
  324            30885        0.002967        0.004753        1
  325            30980        0.002961        0.004307        0
  326            31075        0.002961        0.004357        0
  327            31170        0.002952           1e+04        0
  328            31265        0.002952           5e+04        0
  329            31360        0.002951           8e+04        0
  330            31455        0.002949         1.5e+05        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  331            31550        0.002949         2.1e+05        1
  332            31645        0.002936           2e+05        0
  333            31740        0.002934         2.3e+05        0
  334            31835        0.002934         2.5e+05        1
  335            31930        0.002934         2.1e+05        2
  336            32025        0.002934         2.6e+05        3
  337            32120        0.002934         2.1e+05        4
  338            32215        0.002934         1.3e+05        5
  339            32310        0.002933           1e+05        0
  340            32405        0.002933         1.2e+05        1
  341            32500        0.002933           6e+04        2
  342            32595        0.002933           4e+04        0
  343            32690        0.002929           2e+04        0
  344            32785        0.002929           5e+04        1
  345            32880        0.002918           3e+04        0
  346            32975        0.002912           4e+04        0
  347            33070        0.002912           1e+05        1
  348            33165        0.002912           8e+04        2
  349            33260        0.002912         1.1e+05        3
  350            33355        0.002912           5e+04        4
  351            33450        0.002912           4e+04        5
  352            33545        0.002912           3e+04        0
  353            33640        0.002912           1e+04        1
  354            33735        0.002903           1e+04        0
  355            33830        0.002903           1e+04        0
  356            33925        0.002902        0.003907        0
  357            34020        0.002902           2e+04        1
  358            34115        0.002893           1e+04        0
  359            34210        0.002893           1e+04        1
  360            34305         0.00289           1e+04        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  361            34400        0.002887           1e+04        0
  362            34495        0.002886           5e+04        0
  363            34590        0.002886           8e+04        1
  364            34685        0.002886           9e+04        2
  365            34780        0.002886           7e+04        3
  366            34875        0.002873           3e+04        0
  367            34970        0.002873           5e+04        1
  368            35065        0.002873        0.005058        2
  369            35160        0.002873        0.004782        3
  370            35255        0.002873           1e+04        4
  371            35350        0.002873        0.003649        0
  372            35445        0.002873        0.003405        0
  373            35540        0.002872        0.003332        0
  374            35635        0.002872        0.003643        1
  375            35730        0.002872        0.003412        0
  376            35825        0.002872        0.003833        0
  377            35920        0.002872           4e+04        1
  378            36015        0.002872           3e+04        0
  379            36110        0.002866        0.004761        0
  380            36205        0.002866           2e+04        1
  381            36300        0.002866           4e+04        0
  382            36395        0.002866           7e+04        0
  383            36490        0.002866           7e+04        0
  384            36585        0.002863         1.4e+05        0
  385            36680        0.002863         2.9e+05        0
  386            36775        0.002863           3e+05        1
  387            36870        0.002863         2.7e+05        2
  388            36965        0.002862         2.2e+05        0
  389            37060        0.002862         2.6e+05        1
  390            37155        0.002862         2.7e+05        2

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  391            37250        0.002862         2.5e+05        3
  392            37345        0.002855         2.1e+05        0
  393            37440        0.002854         2.1e+05        0
  394            37535        0.002854         1.9e+05        1
  395            37630        0.002854         1.5e+05        2
  396            37725        0.002854           1e+05        3
  397            37820        0.002854           7e+04        4
  398            37915        0.002849           5e+04        0
  399            38010        0.002849           6e+04        1
  400            38105        0.002837           6e+04        0
  401            38200        0.002837           4e+04        0
  402            38295        0.002836           4e+04        0
  403            38390        0.002835           6e+04        0
  404            38485        0.002835         1.2e+05        1
  405            38580        0.002835         1.5e+05        2
  406            38675        0.002835         1.2e+05        3
  407            38770         0.00283         1.1e+05        0
  408            38865         0.00283         1.2e+05        1
  409            38960         0.00283           1e+05        0
  410            39055        0.002828         1.1e+05        0
  411            39150        0.002828         1.1e+05        1
  412            39245        0.002828           9e+04        0
  413            39340        0.002828         1.3e+05        0
  414            39435        0.002825         1.3e+05        0
  415            39530        0.002825         1.8e+05        0
  416            39625        0.002825         2.1e+05        1
  417            39720        0.002825         2.2e+05        2
  418            39815        0.002825           2e+05        3
  419            39910        0.002825         2.2e+05        4
  420            40005        0.002825         1.8e+05        5

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  421            40100        0.002825         1.4e+05        6
  422            40195        0.002825           6e+04        7
  423            40290        0.002818           5e+04        0
  424            40385        0.002812           3e+04        0
  425            40480        0.002812           2e+04        0
  426            40575         0.00281           3e+04        0
  427            40670         0.00281           4e+04        1
  428            40765        0.002809           2e+04        0
  429            40860        0.002809           4e+04        1
  430            40955        0.002807           6e+04        0
  431            41050        0.002807           7e+04        1
  432            41145        0.002798           6e+04        0
  433            41240        0.002798           8e+04        1
  434            41335        0.002798         1.3e+05        2
  435            41430        0.002798         1.1e+05        3
  436            41525        0.002798           6e+04        4
  437            41620        0.002789           3e+04        0
  438            41715        0.002789           3e+04        1
  439            41810        0.002789           2e+04        2
  440            41905        0.002789           1e+04        0
  441            42000        0.002787        0.003538        0
  442            42095        0.002783           1e+04        0
  443            42190        0.002783           1e+04        1
  444            42285        0.002783           2e+04        2
  445            42380        0.002783        0.003989        3
  446            42475        0.002783        0.003681        4
  447            42570        0.002779        0.003401        0
  448            42665        0.002779        0.003099        1
  449            42760        0.002776        0.003094        0
  450            42855        0.002776        0.003058        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  451            42950        0.002776        0.003024        0
  452            43045        0.002776        0.002958        0
  453            43140        0.002776        0.003066        1
  454            43235        0.002776        0.003026        0
  455            43330        0.002775        0.003148        0
  456            43425        0.002775        0.003323        0
  457            43520        0.002775           5e+04        0
  458            43615        0.002773           4e+04        0
  459            43710        0.002772           5e+04        0
  460            43805        0.002772         1.2e+05        0
  461            43900        0.002771         1.4e+05        0
  462            43995        0.002769         1.9e+05        0
  463            44090        0.002769         1.4e+05        0
  464            44185        0.002768         1.1e+05        0
  465            44280        0.002768           5e+04        0
  466            44375        0.002768           4e+04        0
  467            44470        0.002768           1e+04        1
  468            44565        0.002768           9e+04        2
  469            44660        0.002768         1.5e+05        3
  470            44755        0.002768         1.9e+05        4
  471            44850        0.002768         2.2e+05        5
  472            44945        0.002768         1.9e+05        6
  473            45040        0.002768         1.3e+05        7
  474            45135        0.002768         1.1e+05        8
  475            45230        0.002768           4e+04        9
  476            45325        0.002766           2e+04        0
  477            45420        0.002766           1e+04        1
  478            45515        0.002766           1e+04        2
  479            45610        0.002766        0.003758        3
  480            45705        0.002758        0.003541        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  481            45800        0.002758        0.002915        1
  482            45895        0.002757        0.002835        0
  483            45990        0.002757        0.002835        1
  484            46085        0.002755        0.002804        0
  485            46180        0.002754          0.0028        0
  486            46275        0.002754        0.002886        0
  487            46370        0.002754         0.00304        1
  488            46465        0.002753        0.002988        0
  489            46560        0.002753        0.003125        0
  490            46655        0.002746        0.003439        0
  491            46750        0.002745           5e+04        0
  492            46845        0.002745           6e+04        0
  493            46940        0.002745           6e+04        0
  494            47035        0.002745         1.2e+05        1
  495            47130        0.002745         1.8e+05        2
  496            47225        0.002745           9e+04        3
  497            47320        0.002745           5e+04        4
  498            47415        0.002743           2e+04        0
  499            47510        0.002741           2e+04        0
  500            47605        0.002741           4e+04        0
Optimization terminated: maximum number of generations exceeded.
