
Single objective optimization:
25 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              200         0.01138         0.03464        0
    2              295         0.01138         0.02971        1
    3              390         0.01138         0.02522        2
    4              485        0.009425         0.02083        0
    5              580        0.009398         0.01749        0
    6              675        0.007901         0.01533        0
    7              770        0.007473         0.01401        0
    8              865        0.005493         0.01302        0
    9              960         0.00523         0.01194        0
   10             1055        0.004926         0.01081        0
   11             1150        0.004923         0.01015        0
   12             1245        0.004712         0.01021        0
   13             1340        0.004435         0.00931        0
   14             1435        0.004186        0.008897        0
   15             1530        0.004186        0.009961        1
   16             1625        0.004186        0.008563        2
   17             1720        0.004029        0.007683        0
   18             1815        0.003781        0.007034        0
   19             1910        0.003781        0.007735        1
   20             2005        0.003781        0.007135        2
   21             2100        0.003638        0.006818        0
   22             2195        0.003634        0.006795        0
   23             2290        0.003634        0.007208        1
   24             2385         0.00359        0.007454        0
   25             2480        0.003585        0.007088        0
   26             2575        0.003585        0.008113        1
   27             2670        0.003585        0.006928        2
   28             2765        0.003584        0.005766        0
   29             2860        0.003584        0.005143        1
   30             2955        0.003584        0.004761        2

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             3050         0.00358        0.004372        0
   32             3145        0.003392        0.004692        0
   33             3240        0.003392        0.004557        1
   34             3335        0.003243        0.004111        0
   35             3430        0.003243        0.004362        1
   36             3525        0.003243        0.004255        2
   37             3620         0.00324        0.004024        0
   38             3715         0.00324        0.004057        1
   39             3810         0.00324        0.004199        2
   40             3905         0.00324         0.00408        3
   41             4000         0.00324        0.003569        4
   42             4095         0.00321        0.003437        0
   43             4190         0.00321        0.003425        1
   44             4285        0.003172        0.003373        0
   45             4380        0.003155        0.003407        0
   46             4475        0.003151        0.003461        0
   47             4570        0.003147        0.003957        0
   48             4665        0.003113        0.004061        0
   49             4760        0.003099        0.004058        0
   50             4855        0.003099        0.006343        1
   51             4950        0.003099        0.005091        2
   52             5045        0.003089         0.00417        0
