
Single objective optimization:
25 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              200         0.01278         0.03189        0
    2              295         0.01278         0.02671        1
    3              390         0.01278         0.02319        2
    4              485         0.01278         0.02012        3
    5              580         0.01278         0.01822        4
    6              675         0.01179         0.01657        0
    7              770         0.01103         0.01498        0
    8              865         0.01041         0.01446        0
    9              960         0.01018         0.01388        0
   10             1055        0.009074         0.01403        0
   11             1150        0.008845         0.01279        0
   12             1245        0.008845         0.01317        1
   13             1340        0.008725         0.01219        0
   14             1435        0.008533         0.01247        0
   15             1530        0.008533         0.01277        1
   16             1625        0.008295         0.01125        0
   17             1720        0.008246         0.01191        0
   18             1815        0.008246         0.01194        1
   19             1910        0.008175         0.01065        0
   20             2005        0.008152         0.01106        0
   21             2100        0.008145         0.01047        0
   22             2195        0.008065         0.01047        0
   23             2290        0.008065         0.01088        1
   24             2385        0.008065        0.009423        2
   25             2480        0.008065        0.009009        3
   26             2575        0.008065        0.008802        4
   27             2670        0.008065         0.00863        5
   28             2765        0.008065        0.008293        6
   29             2860        0.008065         0.00818        7
   30             2955         0.00804        0.008119        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             3050         0.00804        0.008086        1
   32             3145        0.008034        0.008073        0
   33             3240        0.008032        0.008068        0
   34             3335        0.008031         0.00808        0
   35             3430         0.00803        0.008103        0
   36             3525        0.007873        0.008196        0
   37             3620        0.007723         0.00833        0
   38             3715        0.007648        0.008707        0
   39             3810        0.007643         0.00983        0
   40             3905        0.007631         0.01021        0
   41             4000        0.007629        0.009945        0
   42             4095        0.007623          0.0107        0
   43             4190        0.007623         0.01062        1
   44             4285        0.007623         0.00985        2
   45             4380        0.007623        0.008983        3
   46             4475        0.007623        0.008501        4
   47             4570        0.007623        0.008203        5
   48             4665        0.007623        0.007963        6
   49             4760        0.007602        0.007705        0
   50             4855        0.007585        0.007674        0
   51             4950        0.007498        0.007702        0
   52             5045        0.007481        0.007746        0
   53             5140        0.007372        0.008062        0
   54             5235        0.007372        0.008822        1
   55             5330        0.007372        0.008564        2
   56             5425        0.007358        0.007868        0
   57             5520        0.007358        0.007931        1
   58             5615        0.007329         0.00773        0
   59             5710        0.007329        0.007915        1
   60             5805        0.007329        0.007765        2

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61             5900        0.007329        0.007637        3
   62             5995        0.007292        0.007578        0
   63             6090        0.007292          0.0075        1
   64             6185        0.007292        0.007452        2
   65             6280        0.007285        0.007363        0
   66             6375        0.007285        0.007354        1
   67             6470        0.007285        0.007353        2
   68             6565        0.007273        0.007318        0
   69             6660        0.007273        0.007309        1
   70             6755        0.007273        0.007303        2
   71             6850        0.007263        0.007295        0
   72             6945         0.00725        0.007292        0
   73             7040        0.007248        0.007296        0
   74             7135        0.007248         0.00731        1
   75             7230        0.007247        0.007284        0
   76             7325        0.007236        0.007279        0
   77             7420        0.007182        0.007316        0
   78             7515        0.007167        0.007312        0
   79             7610        0.007167        0.007524        1
   80             7705        0.007154        0.007446        0
   81             7800        0.007154        0.007545        1
   82             7895        0.007154        0.007441        2
   83             7990        0.007154        0.007327        3
   84             8085        0.007154        0.007297        4
   85             8180        0.007154        0.007232        5
   86             8275        0.007148        0.007207        0
   87             8370        0.007086         0.00719        0
   88             8465         0.00705        0.007197        0
   89             8560        0.007031         0.00729        0
   90             8655        0.007031        0.007322        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   91             8750        0.007028        0.007208        0
   92             8845        0.007015        0.007209        0
