
Single objective optimization:
25 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              200         0.01479           7e+04        0
    2              295         0.01378           7e+04        0
    3              390        0.008164           4e+04        0
    4              485        0.008141           2e+04        0
    5              580        0.008141           1e+04        1
    6              675        0.007926           2e+04        0
    7              770        0.006786           2e+04        0
    8              865        0.006275         0.02991        0
    9              960        0.006275           1e+04        1
   10             1055        0.006275          0.0232        2
   11             1150        0.006028           0.018        0
   12             1245        0.006028         0.01704        1
   13             1340        0.005506         0.01297        0
   14             1435        0.005506         0.01295        1
   15             1530        0.005171         0.01123        0
   16             1625        0.004196         0.01003        0
   17             1720        0.004196         0.01092        1
   18             1815        0.004196         0.01039        2
   19             1910        0.004196        0.008252        3
   20             2005        0.004196        0.007442        4
   21             2100        0.004196        0.006792        5
   22             2195        0.003892        0.006202        0
   23             2290        0.003892        0.005773        1
   24             2385        0.003892         0.00543        2
   25             2480        0.003824        0.005262        0
   26             2575        0.003727        0.004848        0
   27             2670        0.003565        0.004831        0
   28             2765        0.003498        0.004788        0
   29             2860        0.003486        0.004776        0
   30             2955        0.003486        0.004742        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             3050        0.003481        0.007242        0
   32             3145        0.003481        0.007203        1
   33             3240        0.003476        0.006867        0
   34             3335        0.003465        0.007361        0
   35             3430        0.003465         0.01058        1
   36             3525         0.00345        0.008019        0
   37             3620         0.00345         0.01287        1
   38             3715        0.003447        0.008174        0
   39             3810        0.003446        0.006832        0
   40             3905        0.003436           1e+04        0
   41             4000        0.003436         0.01046        1
   42             4095        0.003434        0.006114        0
   43             4190        0.003428         0.00785        0
   44             4285        0.003424        0.007987        0
   45             4380        0.003421        0.008773        0
   46             4475        0.003421         0.02136        1
   47             4570         0.00342        0.007483        0
   48             4665         0.00342        0.007028        1
   49             4760         0.00342        0.006834        2
   50             4855         0.00342        0.004909        3
   51             4950         0.00342        0.004445        4
   52             5045        0.003417        0.004141        0
   53             5140        0.003405        0.004002        0
   54             5235        0.003405        0.004116        1
   55             5330        0.003405        0.004214        2
   56             5425        0.003403        0.004056        0
   57             5520        0.003399        0.003989        0
   58             5615        0.003398        0.004041        0
   59             5710        0.003398          0.0043        0
   60             5805        0.003393        0.006542        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61             5900        0.003393        0.008875        1
   62             5995        0.003393        0.005654        0
   63             6090         0.00339         0.00651        0
   64             6185         0.00339        0.009679        1
   65             6280        0.003385        0.005528        0
   66             6375        0.003385        0.005583        0
   67             6470        0.003385        0.007504        1
   68             6565        0.003385        0.008348        2
   69             6660        0.003385        0.006543        3
   70             6755        0.003385        0.006125        4
   71             6850        0.003385        0.005782        5
   72             6945        0.003385        0.005393        6
   73             7040        0.003382        0.005252        0
   74             7135        0.003382        0.003807        1
   75             7230        0.003382        0.003646        2
   76             7325        0.003382         0.00345        3
   77             7420        0.003382        0.003409        0
   78             7515         0.00338        0.003398        0
   79             7610        0.003378        0.003401        0
   80             7705        0.003378        0.003425        1
   81             7800        0.003377        0.003417        0
   82             7895        0.003377        0.003446        0
   83             7990        0.003376        0.003558        0
   84             8085        0.003363        0.003656        0
   85             8180        0.003363        0.003877        0
   86             8275        0.003363        0.004862        0
   87             8370        0.003363        0.007707        1
   88             8465        0.003363        0.004525        2
   89             8560        0.003363        0.004277        3
   90             8655        0.003363        0.004047        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   91             8750        0.003363        0.004122        1
   92             8845        0.003363        0.004037        2
   93             8940        0.003363        0.003699        3
   94             9035        0.003363        0.003582        4
   95             9130        0.003363        0.003483        5
   96             9225        0.003356        0.003434        0
   97             9320        0.003356        0.003421        1
   98             9415        0.003353        0.003404        0
   99             9510        0.003353        0.003413        1
  100             9605         0.00335        0.003406        0
  101             9700         0.00335        0.003407        1
  102             9795        0.003347        0.003392        0
  103             9890        0.003347        0.003393        1
  104             9985        0.003344        0.003383        0
  105            10080        0.003344        0.003386        1
  106            10175        0.003344        0.003373        2
  107            10270        0.003344        0.003365        0
  108            10365        0.003343        0.003361        0
  109            10460        0.003343        0.003364        1
  110            10555        0.003343        0.003359        2
  111            10650        0.003341        0.003353        0
  112            10745        0.003341        0.003355        0
  113            10840        0.003341        0.003363        1
  114            10935        0.003341        0.003357        0
  115            11030        0.003341        0.003356        0
  116            11125         0.00334        0.003381        0
  117            11220         0.00334        0.003444        1
  118            11315         0.00334         0.00341        0
  119            11410         0.00334        0.003494        1
  120            11505         0.00334        0.003444        2

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  121            11600        0.003338        0.003393        0
  122            11695        0.003337        0.003405        0
  123            11790        0.003326        0.003458        0
  124            11885        0.003326        0.003636        1
  125            11980        0.003326        0.003593        2
  126            12075        0.003326        0.003491        0
  127            12170        0.003321        0.003526        0
  128            12265        0.003319        0.003587        0
  129            12360        0.003315         0.00382        0
  130            12455        0.003315        0.003978        0
  131            12550        0.003315        0.005823        0
  132            12645        0.003315        0.006476        1
  133            12740        0.003315        0.006706        0
  134            12835        0.003315        0.006855        1
  135            12930        0.003315        0.006386        2
  136            13025        0.003315        0.004448        3
  137            13120        0.003315        0.004139        4
  138            13215        0.003315        0.003879        5
  139            13310        0.003301         0.00374        0
  140            13405        0.003301        0.003672        1
  141            13500        0.003301        0.003498        2
  142            13595        0.003301        0.003431        3
  143            13690        0.003296        0.003381        0
  144            13785        0.003295        0.003337        0
  145            13880        0.003295        0.003328        1
  146            13975        0.003294        0.003325        0
  147            14070        0.003294        0.003342        1
  148            14165        0.003288        0.003325        0
  149            14260        0.003288        0.003348        0
  150            14355        0.003288        0.003419        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  151            14450        0.003286        0.003532        0
  152            14545        0.003286        0.003705        1
  153            14640        0.003286        0.003742        2
  154            14735         0.00328        0.003577        0
  155            14830         0.00328        0.003587        1
  156            14925        0.003279        0.003577        0
  157            15020        0.003279         0.00364        0
  158            15115        0.003279        0.003834        1
  159            15210        0.003279        0.003862        2
  160            15305        0.003279        0.003551        3
  161            15400        0.003276        0.003455        0
  162            15495        0.003276        0.003463        1
  163            15590        0.003276        0.003406        2
  164            15685        0.003275        0.003378        0
  165            15780        0.003271        0.003349        0
  166            15875        0.003271        0.003411        0
  167            15970        0.003269        0.003517        0
  168            16065        0.003265        0.003698        0
  169            16160        0.003265        0.005061        1
  170            16255        0.003264         0.00442        0
  171            16350        0.003261        0.004853        0
  172            16445        0.003261        0.006596        1
  173            16540        0.003261        0.005858        2
  174            16635        0.003261        0.004996        0
  175            16730        0.003261        0.004941        1
  176            16825        0.003261        0.004147        0
  177            16920        0.003261        0.004656        1
  178            17015        0.003261        0.004446        2
  179            17110        0.003261        0.004223        0
  180            17205        0.003261        0.004078        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  181            17300        0.003261        0.003802        2
  182            17395        0.003261        0.003622        3
  183            17490        0.003261        0.003472        4
  184            17585        0.003259        0.003426        0
  185            17680        0.003259        0.003316        0
  186            17775        0.003256        0.003329        0
  187            17870        0.003252        0.003479        0
  188            17965        0.003252        0.003754        1
  189            18060        0.003252        0.003738        2
  190            18155        0.003252        0.003608        3
  191            18250        0.003252         0.00353        4
  192            18345         0.00325          0.0034        0
  193            18440        0.003247        0.003391        0
  194            18535        0.003237        0.003323        0
  195            18630        0.003237        0.003366        1
  196            18725        0.003236        0.003397        0
  197            18820        0.003236        0.003506        1
  198            18915        0.003233        0.003519        0
  199            19010        0.003232         0.00352        0
  200            19105        0.003231          0.0036        0
  201            19200        0.003231        0.004195        1
  202            19295        0.003231        0.004143        2
  203            19390        0.003231        0.004022        3
  204            19485        0.003231        0.003654        4
  205            19580        0.003226        0.003504        0
  206            19675        0.003226        0.003445        1
  207            19770        0.003226        0.003316        2
  208            19865        0.003225        0.003279        0
  209            19960        0.003223        0.003275        0
  210            20055        0.003223        0.003334        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  211            20150        0.003223        0.003382        0
  212            20245        0.003221        0.003683        0
  213            20340        0.003221        0.004193        0
  214            20435         0.00322        0.009635        0
  215            20530         0.00322        0.008001        1
  216            20625         0.00322        0.007576        2
  217            20720         0.00322        0.005835        3
  218            20815         0.00322        0.003892        4
  219            20910        0.003217        0.003701        0
  220            21005        0.003217        0.003668        1
  221            21100        0.003217        0.003564        0
  222            21195        0.003217        0.003552        1
  223            21290        0.003206        0.003508        0
  224            21385        0.003206         0.00356        1
  225            21480        0.003199        0.003461        0
  226            21575        0.003199        0.003672        1
  227            21670        0.003198        0.003559        0
  228            21765        0.003192        0.003549        0
  229            21860        0.003192        0.003799        1
  230            21955        0.003192        0.003704        2
  231            22050        0.003192        0.003563        3
  232            22145        0.003187        0.003407        0
  233            22240        0.003186        0.003373        0
  234            22335        0.003184        0.003468        0
  235            22430         0.00318        0.003747        0
  236            22525         0.00318          0.0039        1
  237            22620         0.00318        0.003864        2
  238            22715         0.00318        0.003692        3
  239            22810         0.00318         0.00364        4
  240            22905         0.00318        0.003475        5

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  241            23000         0.00318        0.003383        0
  242            23095        0.003179         0.00331        0
  243            23190        0.003176        0.003318        0
  244            23285        0.003176        0.003505        1
  245            23380        0.003176         0.00339        2
  246            23475        0.003176        0.003366        3
  247            23570        0.003174        0.003262        0
  248            23665        0.003172        0.003238        0
  249            23760        0.003167        0.003303        0
  250            23855        0.003167        0.003512        1
  251            23950        0.003162        0.003416        0
  252            24045        0.003162          0.0035        1
  253            24140        0.003162        0.003429        0
  254            24235        0.003162        0.003644        1
  255            24330        0.003162        0.003437        2
  256            24425        0.003162        0.003384        3
  257            24520        0.003162        0.003336        4
  258            24615        0.003161        0.003216        0
  259            24710         0.00316        0.003188        0
  260            24805        0.003159        0.003204        0
  261            24900        0.003159        0.003249        1
  262            24995        0.003159        0.003236        0
  263            25090        0.003158        0.003247        0
  264            25185        0.003158        0.003356        1
  265            25280        0.003158        0.003336        2
  266            25375        0.003155        0.003284        0
  267            25470        0.003155          0.0033        1
  268            25565        0.003152        0.003279        0
  269            25660        0.003152         0.00329        1
  270            25755        0.003152        0.003237        0

                                  Best           Mean      Stall
