
Single objective optimization:
25 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              200         0.01802           3e+04        0
    2              295          0.0106           4e+04        0
    3              390          0.0106           7e+04        1
    4              485          0.0106           4e+04        2
    5              580        0.009696           2e+04        0
    6              675        0.009696           4e+04        1
    7              770         0.00648           2e+04        0
    8              865         0.00648           2e+04        1
    9              960        0.006084           5e+04        0
   10             1055        0.005045           2e+04        0
   11             1150        0.005045           2e+04        1
   12             1245        0.005045           2e+04        2
   13             1340        0.005045         0.02577        3
   14             1435        0.004513           1e+04        0
   15             1530        0.004056         0.01683        0
   16             1625        0.004056           1e+04        1
   17             1720        0.003987         0.01406        0
   18             1815        0.003717         0.01535        0
   19             1910         0.00336         0.02153        0
   20             2005        0.003094         0.02472        0
   21             2100        0.003094         0.02695        1
   22             2195        0.003094         0.02603        2
   23             2290        0.003094         0.02354        3
   24             2385         0.00243           1e+04        0
   25             2480        0.002397           1e+04        0
   26             2575        0.002397           2e+04        1
   27             2670        0.002354           3e+04        0
   28             2765        0.001933           1e+04        0
   29             2860        0.001933           2e+04        1
   30             2955        0.001933           2e+04        2

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             3050        0.001933           1e+04        3
   32             3145        0.001933           1e+04        4
   33             3240        0.001933           3e+04        5
   34             3335        0.001933           1e+04        6
   35             3430        0.001823         0.01035        0
   36             3525          0.0018        0.008323        0
   37             3620        0.001724        0.008174        0
   38             3715        0.001709        0.005247        0
   39             3810        0.001667           1e+04        0
   40             3905        0.001618           1e+04        0
   41             4000        0.001567           3e+04        0
   42             4095        0.001555           2e+04        0
   43             4190        0.001489         0.01824        0
   44             4285        0.001487           3e+04        0
   45             4380        0.001475           2e+04        0
   46             4475        0.001475           1e+04        1
   47             4570        0.001475           1e+04        2
   48             4665        0.001467           2e+04        0
   49             4760        0.001462           1e+04        0
   50             4855        0.001462           3e+04        1
   51             4950        0.001462           2e+04        2
   52             5045        0.001457        0.009933        0
   53             5140        0.001457           2e+04        1
   54             5235        0.001457           1e+04        2
   55             5330        0.001457           1e+04        3
   56             5425        0.001457        0.005243        4
   57             5520        0.001457        0.003512        5
   58             5615        0.001457        0.003099        6
   59             5710        0.001456        0.002829        0
   60             5805        0.001451        0.002738        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61             5900        0.001451        0.002882        0
   62             5995         0.00145        0.005156        0
   63             6090        0.001449           2e+04        0
   64             6185        0.001449           1e+04        1
   65             6280        0.001447           1e+04        0
   66             6375        0.001439           2e+04        0
Optimization terminated: minimum fitness limit reached.
