
Single objective optimization:
25 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              200        0.008422           2e+04        0
    2              295        0.008422           6e+04        1
    3              390        0.008422           5e+04        2
    4              485        0.008422           7e+04        3
    5              580        0.008422           1e+04        4
    6              675        0.007129           2e+04        0
    7              770        0.006815           1e+04        0
    8              865        0.006032         0.03228        0
    9              960        0.006032         0.03123        1
   10             1055        0.006032           1e+04        2
   11             1150        0.005722          0.0235        0
   12             1245        0.005722         0.03276        1
   13             1340        0.005141         0.02774        0
   14             1435        0.005022           1e+04        0
   15             1530        0.004453           1e+04        0
   16             1625        0.004453           1e+04        1
   17             1720        0.004453         0.02262        2
   18             1815        0.004453         0.02675        3
   19             1910        0.004453         0.01845        4
   20             2005        0.004425         0.01502        0
   21             2100        0.004425         0.01681        1
   22             2195        0.004374         0.01494        0
   23             2290        0.004374         0.01531        1
   24             2385        0.004288         0.01029        0
   25             2480        0.004229           1e+04        0
   26             2575        0.004229         0.01592        1
   27             2670        0.004147         0.01174        0
   28             2765        0.004129           2e+04        0
   29             2860        0.004129         0.02911        1
   30             2955        0.004116           1e+04        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             3050        0.003914           1e+04        0
   32             3145        0.003914           3e+04        1
   33             3240        0.003914         0.02429        2
   34             3335        0.003914         0.03642        3
   35             3430        0.003913         0.02583        0
   36             3525        0.003913           1e+04        1
   37             3620        0.003913           3e+04        2
   38             3715        0.003901         0.01271        0
   39             3810        0.003836        0.009907        0
   40             3905        0.003836         0.02887        1
   41             4000        0.003836         0.01707        2
   42             4095        0.003836         0.01315        3
   43             4190        0.003836         0.01056        4
   44             4285        0.003772        0.007156        0
   45             4380        0.003772        0.007013        1
   46             4475        0.003772        0.004333        2
   47             4570        0.003752        0.004308        0
   48             4665        0.003752        0.004274        1
   49             4760        0.003723        0.004273        0
   50             4855        0.003721        0.004311        0
   51             4950        0.003721        0.004181        1
   52             5045        0.003714        0.004039        0
   53             5140        0.003691        0.003972        0
   54             5235        0.003682        0.004242        0
   55             5330         0.00366           2e+04        0
   56             5425        0.003655         0.02616        0
   57             5520        0.003655           1e+04        0
   58             5615        0.003655           1e+04        1
   59             5710         0.00365           1e+04        0
   60             5805         0.00365           1e+04        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61             5900        0.003615         0.04085        0
   62             5995        0.003615         0.03262        1
   63             6090        0.003608          0.0192        0
   64             6185        0.003608           1e+04        1
   65             6280        0.003608           1e+04        2
   66             6375        0.003608         0.01911        3
   67             6470        0.003608         0.02822        4
   68             6565        0.003608           1e+04        5
   69             6660        0.003608           2e+04        6
   70             6755        0.003602           1e+04        0
   71             6850        0.003598           1e+04        0
   72             6945        0.003592           1e+04        0
   73             7040         0.00359           1e+04        0
   74             7135        0.003583           1e+04        0
   75             7230        0.003576           1e+04        0
   76             7325        0.003575           1e+04        0
   77             7420        0.003564           1e+04        0
   78             7515        0.003564           1e+04        1
   79             7610        0.003564           1e+04        2
   80             7705        0.003564           1e+04        3
   81             7800        0.003564           1e+04        4
   82             7895        0.003563         0.01091        0
   83             7990        0.003563          0.0164        1
   84             8085        0.003563           1e+04        2
   85             8180        0.003426           1e+04        0
   86             8275        0.003426           1e+04        1
   87             8370        0.003413         0.00416        0
   88             8465        0.003362           1e+04        0
   89             8560        0.003362         0.01028        1
   90             8655        0.003282           1e+04        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   91             8750        0.003221         0.01317        0
   92             8845        0.003141         0.03042        0
   93             8940        0.003141         0.02652        1
   94             9035        0.003141         0.02415        2
   95             9130        0.003127           1e+04        0
   96             9225        0.003127           3e+04        1
   97             9320        0.003127           2e+04        2
   98             9415        0.003127           2e+04        3
   99             9510        0.003096           5e+04        0
  100             9605        0.003096           4e+04        1
