
Single objective optimization:
12 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              200         0.03294           8e+05        0
    2              295         0.03294         6.5e+05        1
    3              390          0.0283         5.7e+05        0
    4              485          0.0283         5.6e+05        1
    5              580          0.0283         5.8e+05        2
    6              675          0.0283         4.4e+05        3
    7              770         0.02515         3.2e+05        0
    8              865         0.02253         2.8e+05        0
    9              960         0.02253         2.3e+05        1
   10             1055         0.02237         2.4e+05        0
   11             1150         0.01857         2.7e+05        0
   12             1245         0.01857         3.6e+05        1
   13             1340         0.01486         3.9e+05        0
   14             1435         0.01449         2.7e+05        0
   15             1530         0.01449         2.1e+05        1
   16             1625         0.01449           3e+05        2
   17             1720         0.01417         2.2e+05        0
   18             1815         0.01417         2.7e+05        1
   19             1910         0.01413         2.3e+05        0
   20             2005         0.01413         2.6e+05        1
   21             2100         0.01398         2.5e+05        0
   22             2195         0.01371         2.9e+05        0
   23             2290         0.01371         2.7e+05        1
   24             2385         0.01371         2.3e+05        2
   25             2480         0.01371         2.3e+05        3
   26             2575         0.01366         1.7e+05        0
   27             2670         0.01363         1.7e+05        0
   28             2765         0.01197         1.1e+05        0
   29             2860         0.01197         1.9e+05        1
   30             2955         0.01054         1.1e+05        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             3050         0.01016         1.4e+05        0
   32             3145         0.01016         1.2e+05        1
   33             3240         0.01016         1.3e+05        2
   34             3335        0.009967         1.5e+05        0
   35             3430        0.009669         1.4e+05        0
   36             3525        0.007799         2.2e+05        0
   37             3620        0.007799         2.3e+05        1
   38             3715        0.007799         1.9e+05        2
   39             3810        0.007799           2e+05        3
   40             3905        0.007799         1.9e+05        4
   41             4000        0.007697         1.4e+05        0
   42             4095        0.007697         1.6e+05        1
   43             4190         0.00753           1e+05        0
   44             4285        0.007475         1.3e+05        0
   45             4380        0.007475         1.6e+05        1
   46             4475        0.007475         1.2e+05        2
   47             4570        0.007475         1.4e+05        3
   48             4665        0.007475         1.2e+05        4
   49             4760        0.005703           4e+04        0
   50             4855        0.004751           2e+04        0
   51             4950        0.004729         0.01466        0
   52             5045        0.004726           5e+04        0
   53             5140        0.004706         1.6e+05        0
   54             5235        0.004676         1.5e+05        0
   55             5330        0.004666         1.5e+05        0
   56             5425        0.004614         1.1e+05        0
   57             5520        0.004603           1e+05        0
   58             5615        0.004603           8e+04        1
   59             5710        0.004603         1.4e+05        2
   60             5805        0.004603         1.3e+05        3

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61             5900        0.004603         1.6e+05        4
   62             5995        0.004603         1.5e+05        5
   63             6090        0.003985           5e+04        0
   64             6185        0.003985           8e+04        1
   65             6280        0.003985           7e+04        2
   66             6375        0.003889           4e+04        0
   67             6470        0.003889           6e+04        1
   68             6565        0.003835           3e+04        0
   69             6660        0.003827           2e+04        0
   70             6755        0.003827           4e+04        1
   71             6850        0.003827           1e+04        2
   72             6945        0.003827        0.008946        3
   73             7040        0.003817        0.006614        0
   74             7135        0.003803         0.00597        0
   75             7230        0.003803           1e+04        1
   76             7325        0.003803           1e+04        2
   77             7420        0.003786           1e+04        0
   78             7515        0.003785           1e+04        0
   79             7610        0.003785           1e+04        1
   80             7705        0.003784           1e+04        0
   81             7800        0.003782           1e+04        0
   82             7895        0.003782           2e+04        1
   83             7990        0.003782           4e+04        2
   84             8085        0.003782           2e+04        3
   85             8180        0.003744        0.007032        0
   86             8275        0.003734        0.006577        0
   87             8370        0.003733           1e+04        0
   88             8465        0.003733           1e+04        1
   89             8560        0.003733           3e+04        0
   90             8655        0.003733           5e+04        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   91             8750        0.003733           6e+04        2
   92             8845        0.003732           4e+04        0
   93             8940        0.003732           5e+04        0
   94             9035        0.003731           3e+04        0
   95             9130        0.003731           1e+05        1
   96             9225        0.003731           1e+05        2
   97             9320        0.003731           5e+04        3
   98             9415        0.003715           5e+04        0
   99             9510        0.003714           2e+04        0
  100             9605        0.003714           3e+04        1
  101             9700        0.003714           1e+04        2
  102             9795        0.003712           1e+04        0
  103             9890        0.003712           1e+04        1
  104             9985        0.003712        0.007771        2
  105            10080        0.003711        0.006856        0
  106            10175        0.003703         0.00606        0
  107            10270        0.003703           2e+04        1
  108            10365        0.003703        0.006668        2
  109            10460        0.003701        0.005859        0
  110            10555        0.003701        0.005917        1
  111            10650        0.003701        0.005739        2
  112            10745        0.003583        0.005017        0
  113            10840        0.002888        0.005073        0
  114            10935        0.002844        0.005687        0
  115            11030        0.002844           1e+04        1
  116            11125        0.002844        0.007382        2
  117            11220        0.002844        0.006329        3
  118            11315        0.002844        0.004737        4
  119            11410        0.002838        0.004047        0
  120            11505        0.002838        0.003673        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  121            11600        0.002831        0.003316        0
  122            11695        0.002831        0.003342        1
