
Single objective optimization:
12 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              200         0.01765           8e+05        0
    2              295         0.01594         6.7e+05        0
    3              390         0.01594         5.8e+05        1
    4              485         0.01594         5.9e+05        2
    5              580         0.01594         5.1e+05        3
    6              675         0.01594         4.7e+05        4
    7              770          0.0158         3.9e+05        0
    8              865          0.0158         3.6e+05        1
    9              960         0.01534         2.4e+05        0
   10             1055          0.0142         2.1e+05        0
   11             1150          0.0142         1.9e+05        1
   12             1245         0.01076         1.5e+05        0
   13             1340        0.009936         1.9e+05        0
   14             1435        0.009936         1.8e+05        1
   15             1530        0.009936         1.6e+05        2
   16             1625        0.009936         1.2e+05        3
   17             1720         0.00902           2e+04        0
   18             1815         0.00902           6e+04        1
   19             1910        0.008995           4e+04        0
   20             2005        0.008697           5e+04        0
   21             2100        0.008476           8e+04        0
   22             2195        0.007507         1.7e+05        0
   23             2290        0.007269           8e+04        0
   24             2385        0.007269           4e+04        1
   25             2480        0.007269         1.3e+05        2
   26             2575        0.007269           8e+04        3
   27             2670        0.007269           9e+04        4
   28             2765        0.007269           6e+04        5
   29             2860        0.007269           5e+04        6
   30             2955         0.00509           2e+04        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             3050        0.004097          0.0124        0
   32             3145        0.004043           2e+04        0
   33             3240        0.004043           4e+04        1
   34             3335        0.004043           4e+04        2
   35             3430        0.003597           1e+04        0
   36             3525        0.003573           4e+04        0
   37             3620        0.003558           3e+04        0
   38             3715        0.003459           1e+05        0
   39             3810        0.002993         1.7e+05        0
   40             3905        0.002993         1.3e+05        1
   41             4000        0.002993         1.2e+05        2
   42             4095        0.002993           8e+04        3
   43             4190        0.002981           1e+05        0
   44             4285        0.002981           1e+05        1
   45             4380        0.002981           7e+04        2
   46             4475        0.002828           9e+04        0
   47             4570        0.002828           5e+04        1
   48             4665        0.002818           2e+04        0
   49             4760        0.002818           3e+04        1
   50             4855        0.002818           5e+04        2
   51             4950        0.002818           3e+04        3
   52             5045        0.002818           2e+04        4
   53             5140        0.002753           2e+04        0
   54             5235        0.002736           1e+04        0
   55             5330        0.002608           1e+04        0
   56             5425        0.002526           2e+04        0
   57             5520        0.002526           4e+04        1
   58             5615        0.002526           5e+04        2
   59             5710        0.002526           3e+04        3
   60             5805        0.002429        0.007822        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61             5900        0.002429          0.0072        1
   62             5995        0.002421        0.005203        0
   63             6090        0.002323           1e+04        0
   64             6185        0.002309        0.009048        0
   65             6280        0.002309           4e+04        1
   66             6375        0.002231           3e+04        0
   67             6470        0.002231           2e+04        1
   68             6565         0.00221           3e+04        0
   69             6660         0.00221           2e+04        1
   70             6755         0.00221           5e+04        2
   71             6850         0.00221           5e+04        3
   72             6945        0.002114           1e+04        0
   73             7040        0.002114         0.00886        1
   74             7135        0.002113        0.007423        0
   75             7230        0.002113         0.00749        1
   76             7325        0.002101        0.007061        0
   77             7420        0.002081         0.00724        0
   78             7515        0.002081           1e+04        1
   79             7610        0.002081           1e+04        2
   80             7705        0.002081        0.007419        3
