
Single objective optimization:
26 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              200         0.09356         7.6e+05        0
    2              295         0.09356         6.9e+05        1
    3              390         0.09356         6.8e+05        2
    4              485         0.07837         5.8e+05        0
    5              580         0.07601         5.4e+05        0
    6              675         0.04526         4.2e+05        0
    7              770         0.04526           3e+05        1
    8              865         0.04526           2e+05        2
    9              960         0.03383         2.2e+05        0
   10             1055         0.03312         2.2e+05        0
   11             1150         0.02523         1.1e+05        0
   12             1245         0.02523           4e+04        1
   13             1340         0.02523         1.3e+05        2
   14             1435         0.02523         1.4e+05        3
   15             1530         0.02374         1.2e+05        0
   16             1625         0.02297         1.5e+05        0
   17             1720          0.0221         1.4e+05        0
   18             1815          0.0221           4e+04        1
   19             1910         0.02092           9e+04        0
   20             2005         0.02086           6e+04        0
   21             2100         0.02086           5e+04        1
   22             2195         0.02084         1.1e+05        0
   23             2290         0.02009           7e+04        0
   24             2385         0.02009           4e+04        1
   25             2480         0.02009           8e+04        2
   26             2575         0.02007           1e+05        0
   27             2670         0.02007           1e+05        1
   28             2765         0.02007           1e+05        2
   29             2860         0.02007           9e+04        3
   30             2955         0.01611           5e+04        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             3050         0.01577           8e+04        0
   32             3145         0.01312           1e+05        0
   33             3240         0.01312         1.2e+05        1
   34             3335         0.01301         1.4e+05        0
   35             3430         0.01301         1.4e+05        1
   36             3525         0.01301         1.1e+05        2
   37             3620         0.01301           8e+04        3
   38             3715         0.01301           9e+04        4
   39             3810         0.01301           6e+04        5
   40             3905         0.01301           4e+04        6
   41             4000         0.01281           2e+04        0
   42             4095         0.01096           2e+04        0
   43             4190         0.01085           2e+04        0
   44             4285         0.01061           5e+04        0
   45             4380         0.01061           9e+04        1
   46             4475         0.01034           7e+04        0
   47             4570         0.01034           8e+04        1
   48             4665         0.01034           5e+04        2
   49             4760         0.01034           4e+04        3
   50             4855         0.01031           1e+04        0
   51             4950         0.01011           2e+04        0
   52             5045         0.01011           1e+04        1
   53             5140         0.01011           3e+04        2
   54             5235          0.0101           1e+04        0
   55             5330          0.0101           1e+04        0
   56             5425         0.01003           3e+04        0
   57             5520         0.01003           6e+04        0
   58             5615        0.009885         1.2e+05        0
   59             5710        0.009885         1.3e+05        1
   60             5805        0.009828         1.8e+05        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61             5900        0.009791         1.5e+05        0
   62             5995        0.009678           9e+04        0
   63             6090        0.009678           5e+04        1
   64             6185        0.009635           1e+05        0
   65             6280        0.009621           8e+04        0
   66             6375        0.009621           3e+04        1
   67             6470        0.009621           1e+05        2
   68             6565        0.009621         1.3e+05        3
   69             6660        0.009403         1.2e+05        0
   70             6755        0.009343         1.1e+05        0
   71             6850        0.009343         1.6e+05        1
   72             6945        0.009343         1.2e+05        2
   73             7040        0.009327         1.3e+05        0
   74             7135        0.009327         1.3e+05        1
   75             7230        0.009268           9e+04        0
   76             7325        0.009268           1e+05        1
   77             7420        0.009245           8e+04        0
   78             7515        0.009245         1.2e+05        1
   79             7610        0.009245           8e+04        2
   80             7705        0.009245           4e+04        3
   81             7800        0.009178           6e+04        0
   82             7895        0.009178           7e+04        1
   83             7990        0.008885           3e+04        0
   84             8085        0.008189           5e+04        0
   85             8180        0.007929           7e+04        0
   86             8275        0.007929           9e+04        1
   87             8370        0.007847           9e+04        0
   88             8465        0.007818         1.3e+05        0
   89             8560        0.007709         1.1e+05        0
   90             8655        0.007709           9e+04        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   91             8750        0.007664         1.4e+05        0
   92             8845        0.007664           6e+04        1
   93             8940        0.007664         1.3e+05        2
   94             9035        0.007664           1e+05        3
   95             9130        0.007664         1.3e+05        4
   96             9225        0.007664           1e+05        5
   97             9320        0.007664           9e+04        6
   98             9415        0.007664           6e+04        7
   99             9510        0.007609           4e+04        0
  100             9605        0.007545           3e+04        0
  101             9700        0.007359           3e+04        0
  102             9795        0.007359           7e+04        1
  103             9890        0.007326           4e+04        0
  104             9985        0.007326           5e+04        1
  105            10080        0.007239           7e+04        0
  106            10175        0.007239           1e+05        1
  107            10270        0.007239           9e+04        2
  108            10365        0.007233           3e+04        0
  109            10460        0.007233           5e+04        1
  110            10555        0.007228           4e+04        0
  111            10650        0.006893           2e+04        0
  112            10745        0.006893           5e+04        1
  113            10840        0.006527           6e+04        0
  114            10935        0.006418           6e+04        0
  115            11030        0.006349           7e+04        0
  116            11125        0.006031         1.2e+05        0
  117            11220        0.006031           2e+05        1
  118            11315         0.00598         1.9e+05        0
  119            11410        0.005977         1.8e+05        0
  120            11505        0.005977           8e+04        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  121            11600        0.005977         1.2e+05        2
  122            11695        0.005967         1.4e+05        0
  123            11790        0.005967         1.1e+05        1
  124            11885        0.005967         1.5e+05        2
  125            11980        0.005967           1e+05        3
  126            12075        0.005967           6e+04        4
  127            12170        0.005966           7e+04        0
  128            12265        0.005966           6e+04        1
  129            12360        0.005966         1.2e+05        2
  130            12455        0.005966           8e+04        3
  131            12550        0.005743           6e+04        0
  132            12645        0.005429           2e+04        0
  133            12740        0.005146           4e+04        0
  134            12835        0.004961           6e+04        0
  135            12930        0.004944           5e+04        0
  136            13025        0.004944           8e+04        1
  137            13120        0.004944           9e+04        2
  138            13215        0.004224           7e+04        0
  139            13310        0.003961           4e+04        0
  140            13405        0.003567           9e+04        0
  141            13500        0.003567         1.7e+05        1
  142            13595        0.003563           2e+05        0
  143            13690        0.003204         1.7e+05        0
  144            13785        0.003204         1.4e+05        1
  145            13880          0.0032         1.7e+05        0
  146            13975          0.0032           1e+05        1
  147            14070          0.0032         1.5e+05        2
  148            14165          0.0032         1.5e+05        3
  149            14260          0.0032         1.5e+05        4
  150            14355        0.003119           1e+05        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  151            14450        0.003119         1.2e+05        1
  152            14545        0.003119         1.1e+05        2
  153            14640        0.003055           3e+04        0
  154            14735        0.003055           5e+04        1
  155            14830        0.003042           2e+04        0
  156            14925        0.003042           3e+04        1
  157            15020        0.003042           1e+04        2
  158            15115        0.002959           2e+04        0
  159            15210        0.002907           2e+04        0
  160            15305        0.002857           4e+04        0
  161            15400         0.00267           6e+04        0
  162            15495         0.00267           1e+05        1
  163            15590         0.00267         1.1e+05        2
  164            15685        0.002669           9e+04        0
  165            15780        0.002669           4e+04        1
  166            15875        0.002669           5e+04        2
  167            15970        0.002649           2e+04        0
  168            16065        0.002649           3e+04        1
  169            16160        0.002625           1e+04        0
  170            16255        0.002623           1e+04        0
  171            16350        0.002623           6e+04        1
  172            16445        0.002597           3e+04        0
  173            16540        0.002579           1e+04        0
  174            16635        0.002579         1.1e+05        1
  175            16730        0.002579           7e+04        2
  176            16825        0.002579           9e+04        3
  177            16920        0.002563           4e+04        0
  178            17015        0.002563           3e+04        1
  179            17110        0.002563           3e+04        2
  180            17205        0.002563           2e+04        3

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  181            17300        0.002549        0.004748        0
  182            17395        0.002549        0.004491        1
  183            17490        0.002549        0.003962        2
  184            17585        0.002548        0.003412        0
  185            17680        0.002548        0.003534        1
  186            17775        0.002536        0.003241        0
  187            17870        0.002499        0.003361        0
  188            17965        0.002499        0.003843        1
  189            18060        0.002489        0.003585        0
  190            18155        0.002477        0.003968        0
  191            18250        0.002477        0.004829        1
  192            18345        0.002476         0.00502        0
  193            18440        0.002446        0.006127        0
  194            18535        0.002429           3e+04        0
  195            18630        0.002422           7e+04        0
  196            18725        0.002422           9e+04        1
  197            18820        0.002411           0.018        0
  198            18915        0.002411           5e+04        0
  199            19010        0.002401         1.2e+05        0
  200            19105        0.002401           5e+04        1
